organism,drug_code,week,type,mean_deviate
K. pneumoniae,CIP,27,Actual mean MIC seasonal deviate,-0.039681463288673786
K. pneumoniae,CIP,27,Predicted mean MIC seasonal deviate,-0.02733941527680188
K. pneumoniae,CIP,28,Actual mean MIC seasonal deviate,-0.02768344890791248
K. pneumoniae,CIP,28,Predicted mean MIC seasonal deviate,0.003254255328823364
K. pneumoniae,CIP,29,Actual mean MIC seasonal deviate,-0.049370719967242946
K. pneumoniae,CIP,29,Predicted mean MIC seasonal deviate,-0.007536607097709398
K. pneumoniae,CIP,30,Actual mean MIC seasonal deviate,-0.07903534019615412
K. pneumoniae,CIP,30,Predicted mean MIC seasonal deviate,-0.016862586154193077
K. pneumoniae,CIP,31,Actual mean MIC seasonal deviate,0.02492750877992541
K. pneumoniae,CIP,31,Predicted mean MIC seasonal deviate,-0.01325759829374237
K. pneumoniae,CIP,32,Actual mean MIC seasonal deviate,-0.05183041072747323
K. pneumoniae,CIP,32,Predicted mean MIC seasonal deviate,0.019034325912309125
K. pneumoniae,CIP,33,Actual mean MIC seasonal deviate,-0.1148781582551759
K. pneumoniae,CIP,33,Predicted mean MIC seasonal deviate,-0.009428438688530409
K. pneumoniae,CIP,34,Actual mean MIC seasonal deviate,-0.031045910521653557
K. pneumoniae,CIP,34,Predicted mean MIC seasonal deviate,-0.010138547347085025
K. pneumoniae,CIP,35,Actual mean MIC seasonal deviate,-0.10668262888474798
K. pneumoniae,CIP,35,Predicted mean MIC seasonal deviate,-0.0013707857929593033
K. pneumoniae,CIP,36,Actual mean MIC seasonal deviate,0.022849431550696873
K. pneumoniae,CIP,36,Predicted mean MIC seasonal deviate,-0.00567670998439678
K. pneumoniae,CIP,37,Actual mean MIC seasonal deviate,-0.05193561508025332
K. pneumoniae,CIP,37,Predicted mean MIC seasonal deviate,-0.026333036260666118
K. pneumoniae,CIP,38,Actual mean MIC seasonal deviate,-0.031075769091239394
K. pneumoniae,CIP,38,Predicted mean MIC seasonal deviate,-0.01928290439757488
K. pneumoniae,CIP,39,Actual mean MIC seasonal deviate,-0.03530534972219258
K. pneumoniae,CIP,39,Predicted mean MIC seasonal deviate,-0.009590773790318707
K. pneumoniae,CIP,40,Actual mean MIC seasonal deviate,0.026459692076331302
K. pneumoniae,CIP,40,Predicted mean MIC seasonal deviate,-0.006150025897600855
K. pneumoniae,CIP,41,Actual mean MIC seasonal deviate,-0.04642519334965538
K. pneumoniae,CIP,41,Predicted mean MIC seasonal deviate,0.010922001623653563
K. pneumoniae,CIP,42,Actual mean MIC seasonal deviate,-0.11735584368463803
K. pneumoniae,CIP,42,Predicted mean MIC seasonal deviate,-0.033253387201977805
K. pneumoniae,CIP,43,Actual mean MIC seasonal deviate,-0.07310613199727187
K. pneumoniae,CIP,43,Predicted mean MIC seasonal deviate,-0.01404005269701691
K. pneumoniae,CIP,44,Actual mean MIC seasonal deviate,0.06470466770294683
K. pneumoniae,CIP,44,Predicted mean MIC seasonal deviate,0.00558665670702149
K. pneumoniae,CIP,45,Actual mean MIC seasonal deviate,-0.08357059941709721
K. pneumoniae,CIP,45,Predicted mean MIC seasonal deviate,-0.013001450055987995
K. pneumoniae,CIP,46,Actual mean MIC seasonal deviate,-0.018804759934948956
K. pneumoniae,CIP,46,Predicted mean MIC seasonal deviate,-0.021446620727825858
K. pneumoniae,CIP,47,Actual mean MIC seasonal deviate,0.04821340905567898
K. pneumoniae,CIP,47,Predicted mean MIC seasonal deviate,-0.005957521560914518
K. pneumoniae,CIP,48,Actual mean MIC seasonal deviate,-0.03539801060424545
K. pneumoniae,CIP,48,Predicted mean MIC seasonal deviate,0.0016960687367103696
K. pneumoniae,CIP,49,Actual mean MIC seasonal deviate,-0.02973060040749247
K. pneumoniae,CIP,49,Predicted mean MIC seasonal deviate,-0.0077675744196286445
K. pneumoniae,CIP,50,Actual mean MIC seasonal deviate,0.019116941034775684
K. pneumoniae,CIP,50,Predicted mean MIC seasonal deviate,-0.011544223062928993
K. pneumoniae,CIP,51,Actual mean MIC seasonal deviate,-0.025700283616079466
K. pneumoniae,CIP,51,Predicted mean MIC seasonal deviate,0.011156434556320332
K. pneumoniae,CIP,52,Actual mean MIC seasonal deviate,0.12938200242686818
K. pneumoniae,CIP,52,Predicted mean MIC seasonal deviate,0.008197851218339611
K. pneumoniae,NIT,1,Actual mean MIC seasonal deviate,0.05732683570133333
K. pneumoniae,NIT,1,Predicted mean MIC seasonal deviate,0.006513588226571795
K. pneumoniae,NIT,2,Actual mean MIC seasonal deviate,0.12558568563610725
K. pneumoniae,NIT,2,Predicted mean MIC seasonal deviate,0.0022008082271140136
K. pneumoniae,NIT,3,Actual mean MIC seasonal deviate,0.04479984488368199
K. pneumoniae,NIT,3,Predicted mean MIC seasonal deviate,0.005379019541204657
K. pneumoniae,NIT,4,Actual mean MIC seasonal deviate,-6.75487611125798e-4
K. pneumoniae,NIT,4,Predicted mean MIC seasonal deviate,-0.008386154118211813
K. pneumoniae,NIT,5,Actual mean MIC seasonal deviate,-0.044821485506477174
K. pneumoniae,NIT,5,Predicted mean MIC seasonal deviate,0.0012218580706133122
K. pneumoniae,NIT,6,Actual mean MIC seasonal deviate,0.044161930479761656
K. pneumoniae,NIT,6,Predicted mean MIC seasonal deviate,0.01775720671141492
K. pneumoniae,NIT,7,Actual mean MIC seasonal deviate,-0.005401277475886689
K. pneumoniae,NIT,7,Predicted mean MIC seasonal deviate,-0.01197376897661458
K. pneumoniae,NIT,8,Actual mean MIC seasonal deviate,0.07806904320585724
K. pneumoniae,NIT,8,Predicted mean MIC seasonal deviate,0.004189792805818601
K. pneumoniae,NIT,9,Actual mean MIC seasonal deviate,-0.025927444539069984
K. pneumoniae,NIT,9,Predicted mean MIC seasonal deviate,0.007474367764989157
K. pneumoniae,NIT,10,Actual mean MIC seasonal deviate,-0.18044164585359082
K. pneumoniae,NIT,10,Predicted mean MIC seasonal deviate,0.0030384858870066206
K. pneumoniae,NIT,11,Actual mean MIC seasonal deviate,0.04534527244236606
K. pneumoniae,NIT,11,Predicted mean MIC seasonal deviate,0.008331100190289998
K. pneumoniae,NIT,12,Actual mean MIC seasonal deviate,0.06631959338840492
K. pneumoniae,NIT,12,Predicted mean MIC seasonal deviate,0.009432204086891072
K. pneumoniae,NIT,13,Actual mean MIC seasonal deviate,-0.04521353780350417
K. pneumoniae,NIT,13,Predicted mean MIC seasonal deviate,4.8796564862595935e-4
K. pneumoniae,NIT,14,Actual mean MIC seasonal deviate,0.03335048579410024
K. pneumoniae,NIT,14,Predicted mean MIC seasonal deviate,0.004981911270165436
K. pneumoniae,NIT,15,Actual mean MIC seasonal deviate,-0.03107787439012211
K. pneumoniae,NIT,15,Predicted mean MIC seasonal deviate,-0.006889528786107244
K. pneumoniae,NIT,16,Actual mean MIC seasonal deviate,-0.06694455251536424
K. pneumoniae,NIT,16,Predicted mean MIC seasonal deviate,0.003037331086241035
K. pneumoniae,NIT,17,Actual mean MIC seasonal deviate,0.1431749592278257
K. pneumoniae,NIT,17,Predicted mean MIC seasonal deviate,0.01143456270901244
K. pneumoniae,NIT,18,Actual mean MIC seasonal deviate,-0.1422800263608048
K. pneumoniae,NIT,18,Predicted mean MIC seasonal deviate,-0.00791839706800011
K. pneumoniae,NIT,19,Actual mean MIC seasonal deviate,-0.07307474998896825
K. pneumoniae,NIT,19,Predicted mean MIC seasonal deviate,0.0036786325423293896
K. pneumoniae,NIT,20,Actual mean MIC seasonal deviate,-0.024608176208233804
K. pneumoniae,NIT,20,Predicted mean MIC seasonal deviate,0.006314051434121142
K. pneumoniae,NIT,21,Actual mean MIC seasonal deviate,0.018315642008850573
K. pneumoniae,NIT,21,Predicted mean MIC seasonal deviate,0.002901225434564342
K. pneumoniae,NIT,22,Actual mean MIC seasonal deviate,0.031765979588563524
K. pneumoniae,NIT,22,Predicted mean MIC seasonal deviate,0.0032558868224262486
K. pneumoniae,NIT,23,Actual mean MIC seasonal deviate,0.016535006725821262
K. pneumoniae,NIT,23,Predicted mean MIC seasonal deviate,0.0012947741576632044
K. pneumoniae,NIT,24,Actual mean MIC seasonal deviate,-0.06627856308875757
K. pneumoniae,NIT,24,Predicted mean MIC seasonal deviate,-0.0018942256147141104
K. pneumoniae,NIT,25,Actual mean MIC seasonal deviate,-0.027669065240389534
K. pneumoniae,NIT,25,Predicted mean MIC seasonal deviate,-0.012638880735462744
K. pneumoniae,NIT,26,Actual mean MIC seasonal deviate,0.02465366055955457
K. pneumoniae,NIT,26,Predicted mean MIC seasonal deviate,-0.0036808078007686106
K. pneumoniae,NIT,27,Actual mean MIC seasonal deviate,-0.0689540947391886
K. pneumoniae,NIT,27,Predicted mean MIC seasonal deviate,-0.011010051645781215
K. pneumoniae,NIT,28,Actual mean MIC seasonal deviate,-0.015480180726066209
K. pneumoniae,NIT,28,Predicted mean MIC seasonal deviate,-0.0021000029320364377
K. pneumoniae,NIT,29,Actual mean MIC seasonal deviate,-0.012104336745071166
K. pneumoniae,NIT,29,Predicted mean MIC seasonal deviate,-0.004290919484221195
K. pneumoniae,NIT,30,Actual mean MIC seasonal deviate,-0.06974314986144689
K. pneumoniae,NIT,30,Predicted mean MIC seasonal deviate,-0.003781961971361469
K. pneumoniae,NIT,31,Actual mean MIC seasonal deviate,-0.0012619602134424843
K. pneumoniae,NIT,31,Predicted mean MIC seasonal deviate,-0.0010868162557917027
K. pneumoniae,NIT,32,Actual mean MIC seasonal deviate,-0.054945516510261784
K. pneumoniae,NIT,32,Predicted mean MIC seasonal deviate,0.0065832280122049384
K. pneumoniae,NIT,33,Actual mean MIC seasonal deviate,-0.019225400432928006
K. pneumoniae,NIT,33,Predicted mean MIC seasonal deviate,-0.005560000609172308
K. pneumoniae,NIT,34,Actual mean MIC seasonal deviate,-0.021530184873460652
K. pneumoniae,NIT,34,Predicted mean MIC seasonal deviate,-5.861589166893001e-4
K. pneumoniae,NIT,35,Actual mean MIC seasonal deviate,-0.11368308110932906
K. pneumoniae,NIT,35,Predicted mean MIC seasonal deviate,-0.005079903511227445
K. pneumoniae,NIT,36,Actual mean MIC seasonal deviate,-0.017928709319865833
K. pneumoniae,NIT,36,Predicted mean MIC seasonal deviate,-0.005662130378731444
K. pneumoniae,NIT,37,Actual mean MIC seasonal deviate,0.023646061566057797
K. pneumoniae,NIT,37,Predicted mean MIC seasonal deviate,-0.011101206518376861
K. pneumoniae,NIT,38,Actual mean MIC seasonal deviate,0.014733967242332488
K. pneumoniae,NIT,38,Predicted mean MIC seasonal deviate,-0.015072359411166237
K. pneumoniae,NIT,39,Actual mean MIC seasonal deviate,0.11643062395023555
K. pneumoniae,NIT,39,Predicted mean MIC seasonal deviate,-0.007009699230927912
K. pneumoniae,NIT,40,Actual mean MIC seasonal deviate,-0.046561143763465374
K. pneumoniae,NIT,40,Predicted mean MIC seasonal deviate,-0.005132691352547803
K. pneumoniae,NIT,41,Actual mean MIC seasonal deviate,0.004210478309734494
K. pneumoniae,NIT,41,Predicted mean MIC seasonal deviate,0.006416916321503877
K. pneumoniae,NIT,42,Actual mean MIC seasonal deviate,-0.07930650011440825
K. pneumoniae,NIT,42,Predicted mean MIC seasonal deviate,-0.01769450195280389
K. pneumoniae,NIT,43,Actual mean MIC seasonal deviate,-0.02911147615307243
K. pneumoniae,NIT,43,Predicted mean MIC seasonal deviate,-0.0052431116829058655
K. pneumoniae,NIT,44,Actual mean MIC seasonal deviate,0.09490578378629966
K. pneumoniae,NIT,44,Predicted mean MIC seasonal deviate,0.0033839561654164896
K. pneumoniae,NIT,45,Actual mean MIC seasonal deviate,0.03896447210734532
K. pneumoniae,NIT,45,Predicted mean MIC seasonal deviate,-0.002892076172474571
K. pneumoniae,NIT,46,Actual mean MIC seasonal deviate,0.05363008830364746
K. pneumoniae,NIT,46,Predicted mean MIC seasonal deviate,-0.006853735670114357
K. pneumoniae,NIT,47,Actual mean MIC seasonal deviate,0.06108198275233197
K. pneumoniae,NIT,47,Predicted mean MIC seasonal deviate,0.003348111480738372
K. pneumoniae,NIT,48,Actual mean MIC seasonal deviate,0.0417663817826539
K. pneumoniae,NIT,48,Predicted mean MIC seasonal deviate,0.00424245750695547
K. pneumoniae,NIT,49,Actual mean MIC seasonal deviate,-0.1256521567129453
K. pneumoniae,NIT,49,Predicted mean MIC seasonal deviate,-0.004151203726276157
K. pneumoniae,NIT,50,Actual mean MIC seasonal deviate,0.08920899137705762
K. pneumoniae,NIT,50,Predicted mean MIC seasonal deviate,-0.005618369365423761
K. pneumoniae,NIT,51,Actual mean MIC seasonal deviate,0.04077171199170551
K. pneumoniae,NIT,51,Predicted mean MIC seasonal deviate,0.003933630848013979
K. pneumoniae,NIT,52,Actual mean MIC seasonal deviate,0.08148493594280903
K. pneumoniae,NIT,52,Predicted mean MIC seasonal deviate,0.01462191925181423
S. aureus,CIP,1,Actual mean MIC seasonal deviate,0.0717312390948962
S. aureus,CIP,1,Predicted mean MIC seasonal deviate,0.07555325575593594
S. aureus,CIP,2,Actual mean MIC seasonal deviate,0.06282514011064101
S. aureus,CIP,2,Predicted mean MIC seasonal deviate,0.04399303372246352
S. aureus,CIP,3,Actual mean MIC seasonal deviate,0.08893023132667227
S. aureus,CIP,3,Predicted mean MIC seasonal deviate,0.03743423001527249
S. aureus,CIP,4,Actual mean MIC seasonal deviate,0.009555035157523272
S. aureus,CIP,4,Predicted mean MIC seasonal deviate,0.02441035029906334
S. aureus,CIP,5,Actual mean MIC seasonal deviate,0.026203540918407642
S. aureus,CIP,5,Predicted mean MIC seasonal deviate,0.03984617998961124
S. aureus,CIP,6,Actual mean MIC seasonal deviate,0.030902242775699997
S. aureus,CIP,6,Predicted mean MIC seasonal deviate,0.031603023405937625
S. aureus,CIP,7,Actual mean MIC seasonal deviate,0.045944142997912434
S. aureus,CIP,7,Predicted mean MIC seasonal deviate,0.052443824815671565
S. aureus,CIP,8,Actual mean MIC seasonal deviate,0.18152960604572002
S. aureus,CIP,8,Predicted mean MIC seasonal deviate,0.07416969330736277
S. aureus,CIP,9,Actual mean MIC seasonal deviate,-0.01872088391675734
S. aureus,CIP,9,Predicted mean MIC seasonal deviate,0.01562380014806733
S. aureus,CIP,10,Actual mean MIC seasonal deviate,0.08669942684823023
S. aureus,CIP,10,Predicted mean MIC seasonal deviate,0.025243179550145912
S. aureus,CIP,11,Actual mean MIC seasonal deviate,0.10158331963893905
S. aureus,CIP,11,Predicted mean MIC seasonal deviate,0.014853516947297165
S. aureus,CIP,12,Actual mean MIC seasonal deviate,0.1663209677979632
S. aureus,CIP,12,Predicted mean MIC seasonal deviate,0.035326520138725066
S. aureus,CIP,13,Actual mean MIC seasonal deviate,0.016962223001544516
S. aureus,CIP,13,Predicted mean MIC seasonal deviate,0.03307055068614542
S. aureus,CIP,14,Actual mean MIC seasonal deviate,-0.061984726824284825
S. aureus,CIP,14,Predicted mean MIC seasonal deviate,0.008534090097795224
S. aureus,CIP,15,Actual mean MIC seasonal deviate,-0.02212018542840056
S. aureus,CIP,15,Predicted mean MIC seasonal deviate,0.054577514618281905
S. aureus,CIP,16,Actual mean MIC seasonal deviate,0.005133483448784189
S. aureus,CIP,16,Predicted mean MIC seasonal deviate,-0.010225270786246028
S. aureus,CIP,17,Actual mean MIC seasonal deviate,0.11931380437631184
S. aureus,CIP,17,Predicted mean MIC seasonal deviate,-0.0032193402258573135
S. aureus,CIP,18,Actual mean MIC seasonal deviate,0.04385834530181332
S. aureus,CIP,18,Predicted mean MIC seasonal deviate,0.01483943062019734
S. aureus,CIP,19,Actual mean MIC seasonal deviate,0.061413980155877346
S. aureus,CIP,19,Predicted mean MIC seasonal deviate,0.08434883578971873
S. aureus,CIP,20,Actual mean MIC seasonal deviate,-0.023248727400046822
S. aureus,CIP,20,Predicted mean MIC seasonal deviate,-0.012709599619097671
S. aureus,CIP,21,Actual mean MIC seasonal deviate,-0.08776326380881534
S. aureus,CIP,21,Predicted mean MIC seasonal deviate,0.032930034896323755
S. aureus,CIP,22,Actual mean MIC seasonal deviate,-0.028989828584713658
S. aureus,CIP,22,Predicted mean MIC seasonal deviate,0.023511208746642996
S. aureus,CIP,23,Actual mean MIC seasonal deviate,-0.02655226014432629
S. aureus,CIP,23,Predicted mean MIC seasonal deviate,-0.005740605689148841
S. aureus,CIP,24,Actual mean MIC seasonal deviate,-0.09625487249662998
S. aureus,CIP,24,Predicted mean MIC seasonal deviate,-0.061304226545843
S. aureus,CIP,25,Actual mean MIC seasonal deviate,-0.04737420477421279
S. aureus,CIP,25,Predicted mean MIC seasonal deviate,0.009929791225360555
S. aureus,CIP,26,Actual mean MIC seasonal deviate,-0.07701753454126828
S. aureus,CIP,26,Predicted mean MIC seasonal deviate,-0.0061795906863952865
S. aureus,CIP,27,Actual mean MIC seasonal deviate,-0.022356012874960716
S. aureus,CIP,27,Predicted mean MIC seasonal deviate,-0.024660432441126333
S. aureus,CIP,28,Actual mean MIC seasonal deviate,-0.03457732396779054
S. aureus,CIP,28,Predicted mean MIC seasonal deviate,-0.00869853980169485
S. aureus,CIP,29,Actual mean MIC seasonal deviate,7.079377321840232e-4
S. aureus,CIP,29,Predicted mean MIC seasonal deviate,-0.036242134634851056
S. aureus,CIP,30,Actual mean MIC seasonal deviate,-0.0347394113696632
S. aureus,CIP,30,Predicted mean MIC seasonal deviate,-0.05419459857357331
S. aureus,CIP,31,Actual mean MIC seasonal deviate,-0.05694884512139307
S. aureus,CIP,31,Predicted mean MIC seasonal deviate,-0.03696251866722947
S. aureus,CIP,32,Actual mean MIC seasonal deviate,-0.0931433037982863
S. aureus,CIP,32,Predicted mean MIC seasonal deviate,-0.04881882538494259
S. aureus,CIP,33,Actual mean MIC seasonal deviate,-0.032721427042905656
S. aureus,CIP,33,Predicted mean MIC seasonal deviate,-0.056140580614589174
S. aureus,CIP,34,Actual mean MIC seasonal deviate,-0.1777768297946869
S. aureus,CIP,34,Predicted mean MIC seasonal deviate,-0.0875699104240035
S. aureus,CIP,35,Actual mean MIC seasonal deviate,0.029429526678909437
S. aureus,CIP,35,Predicted mean MIC seasonal deviate,-0.029100622233413063
S. aureus,CIP,36,Actual mean MIC seasonal deviate,-0.1343223206968572
S. aureus,CIP,36,Predicted mean MIC seasonal deviate,-0.015305064064959045
S. aureus,CIP,37,Actual mean MIC seasonal deviate,-0.013621327274757783
S. aureus,CIP,37,Predicted mean MIC seasonal deviate,-0.07245749476530593
S. aureus,CIP,38,Actual mean MIC seasonal deviate,-0.015318040782853062
S. aureus,CIP,38,Predicted mean MIC seasonal deviate,-0.05722819348543329
S. aureus,CIP,39,Actual mean MIC seasonal deviate,-0.03556555814444767
S. aureus,CIP,39,Predicted mean MIC seasonal deviate,-0.01680798406289693
S. aureus,CIP,40,Actual mean MIC seasonal deviate,-0.016973552317767912
S. aureus,CIP,40,Predicted mean MIC seasonal deviate,0.0022410371557451065
S. aureus,CIP,41,Actual mean MIC seasonal deviate,-0.13277862241147673
S. aureus,CIP,41,Predicted mean MIC seasonal deviate,-0.0512023575548972
S. aureus,CIP,42,Actual mean MIC seasonal deviate,-0.05467393541480188
S. aureus,CIP,42,Predicted mean MIC seasonal deviate,-0.03577887225389706
S. aureus,CIP,43,Actual mean MIC seasonal deviate,-0.018690515686757527
S. aureus,CIP,43,Predicted mean MIC seasonal deviate,-0.003526440183096772
S. aureus,CIP,44,Actual mean MIC seasonal deviate,-0.02142087813950501
S. aureus,CIP,44,Predicted mean MIC seasonal deviate,-0.025543376241317552
S. aureus,CIP,45,Actual mean MIC seasonal deviate,0.04833317479854899
S. aureus,CIP,45,Predicted mean MIC seasonal deviate,-0.011585460690917846
S. aureus,CIP,46,Actual mean MIC seasonal deviate,-5.99121761626975e-4
S. aureus,CIP,46,Predicted mean MIC seasonal deviate,-0.03492143381117558
S. aureus,CIP,47,Actual mean MIC seasonal deviate,-0.03914267706794524
S. aureus,CIP,47,Predicted mean MIC seasonal deviate,0.005269446683478938
S. aureus,CIP,48,Actual mean MIC seasonal deviate,0.02897492430423205
S. aureus,CIP,48,Predicted mean MIC seasonal deviate,-0.010248033359075572
S. aureus,CIP,49,Actual mean MIC seasonal deviate,0.07730840600565589
S. aureus,CIP,49,Predicted mean MIC seasonal deviate,-0.03575201071035818
S. aureus,CIP,50,Actual mean MIC seasonal deviate,0.027058354896877055
S. aureus,CIP,50,Predicted mean MIC seasonal deviate,0.01450144283277654
S. aureus,CIP,51,Actual mean MIC seasonal deviate,-0.01548236401300225
S. aureus,CIP,51,Predicted mean MIC seasonal deviate,0.010554395262493401
S. aureus,CIP,52,Actual mean MIC seasonal deviate,0.08827260212275798
S. aureus,CIP,52,Predicted mean MIC seasonal deviate,0.033729187148550145
S. aureus,ERY,1,Actual mean MIC seasonal deviate,0.10551195996474327
S. aureus,ERY,1,Predicted mean MIC seasonal deviate,0.03393511600365502
S. aureus,ERY,2,Actual mean MIC seasonal deviate,-0.018552884265616215
S. aureus,ERY,2,Predicted mean MIC seasonal deviate,0.013752364240594594
S. aureus,ERY,3,Actual mean MIC seasonal deviate,0.10899810394486353
S. aureus,ERY,3,Predicted mean MIC seasonal deviate,0.030465049928079947
S. aureus,ERY,4,Actual mean MIC seasonal deviate,-0.03166283672606444
S. aureus,ERY,4,Predicted mean MIC seasonal deviate,0.015843084801469322
S. aureus,ERY,5,Actual mean MIC seasonal deviate,0.05185470134091838
S. aureus,ERY,5,Predicted mean MIC seasonal deviate,0.023675531803889108
S. aureus,ERY,6,Actual mean MIC seasonal deviate,-0.06006102151403355
S. aureus,ERY,6,Predicted mean MIC seasonal deviate,0.016137072776912023
S. aureus,ERY,7,Actual mean MIC seasonal deviate,0.03156682251008506
S. aureus,ERY,7,Predicted mean MIC seasonal deviate,0.0260201133031997
S. aureus,ERY,8,Actual mean MIC seasonal deviate,0.13935983629198323
S. aureus,ERY,8,Predicted mean MIC seasonal deviate,0.031951713691676244
S. aureus,ERY,9,Actual mean MIC seasonal deviate,-0.050787743001526955
S. aureus,ERY,9,Predicted mean MIC seasonal deviate,-0.0030461389448070285
S. aureus,ERY,10,Actual mean MIC seasonal deviate,0.1601207660403127
S. aureus,ERY,10,Predicted mean MIC seasonal deviate,0.009360476670065558
S. aureus,ERY,11,Actual mean MIC seasonal deviate,0.1644393305343059
S. aureus,ERY,11,Predicted mean MIC seasonal deviate,-5.629467262043749e-4
S. aureus,ERY,12,Actual mean MIC seasonal deviate,0.08412845412689389
S. aureus,ERY,12,Predicted mean MIC seasonal deviate,0.012811683025213478
S. aureus,ERY,13,Actual mean MIC seasonal deviate,-0.02762215043353774
S. aureus,ERY,13,Predicted mean MIC seasonal deviate,0.00759117801616739
S. aureus,ERY,14,Actual mean MIC seasonal deviate,-0.06889287230774144
S. aureus,ERY,14,Predicted mean MIC seasonal deviate,0.006657083479808432
S. aureus,ERY,15,Actual mean MIC seasonal deviate,0.06504401947221905
S. aureus,ERY,15,Predicted mean MIC seasonal deviate,0.03083778278788377
S. aureus,ERY,16,Actual mean MIC seasonal deviate,-0.05325123893192259
S. aureus,ERY,16,Predicted mean MIC seasonal deviate,-0.0013285735641125102
S. aureus,ERY,17,Actual mean MIC seasonal deviate,0.2002345715807863
S. aureus,ERY,17,Predicted mean MIC seasonal deviate,-0.010834583163683074
S. aureus,ERY,18,Actual mean MIC seasonal deviate,0.012460548309275742
S. aureus,ERY,18,Predicted mean MIC seasonal deviate,0.01153372142652067
S. aureus,ERY,19,Actual mean MIC seasonal deviate,0.047168108066507494
S. aureus,ERY,19,Predicted mean MIC seasonal deviate,0.03707962156838524
S. aureus,ERY,20,Actual mean MIC seasonal deviate,-0.14510744342455775
S. aureus,ERY,20,Predicted mean MIC seasonal deviate,-0.0010840492140622442
S. aureus,ERY,21,Actual mean MIC seasonal deviate,0.023141413264814777
S. aureus,ERY,21,Predicted mean MIC seasonal deviate,0.02338372343174797
S. aureus,ERY,22,Actual mean MIC seasonal deviate,-0.035044909941890384
S. aureus,ERY,22,Predicted mean MIC seasonal deviate,-5.141962934317147e-4
S. aureus,ERY,23,Actual mean MIC seasonal deviate,-0.05548113570462493
S. aureus,ERY,23,Predicted mean MIC seasonal deviate,-0.016226372447011136
S. aureus,ERY,24,Actual mean MIC seasonal deviate,-0.1824437543536495
S. aureus,ERY,24,Predicted mean MIC seasonal deviate,-0.030131384622973743
S. aureus,ERY,25,Actual mean MIC seasonal deviate,-0.12643599939375033
S. aureus,ERY,25,Predicted mean MIC seasonal deviate,0.004336203671629694
S. aureus,ERY,26,Actual mean MIC seasonal deviate,-0.14061910530005733
S. aureus,ERY,26,Predicted mean MIC seasonal deviate,-0.006353482358896967
S. aureus,ERY,27,Actual mean MIC seasonal deviate,-0.07745029166099725
S. aureus,ERY,27,Predicted mean MIC seasonal deviate,-0.01383440867672596
S. aureus,ERY,28,Actual mean MIC seasonal deviate,0.07386661965124162
S. aureus,ERY,28,Predicted mean MIC seasonal deviate,0.007462931831359474
S. aureus,ERY,29,Actual mean MIC seasonal deviate,0.08516141298632889
S. aureus,ERY,29,Predicted mean MIC seasonal deviate,-0.010761575699170437
S. aureus,ERY,30,Actual mean MIC seasonal deviate,0.028269365170891566
S. aureus,ERY,30,Predicted mean MIC seasonal deviate,-0.015288405827567852
S. aureus,ERY,31,Actual mean MIC seasonal deviate,-0.14054383210813545
S. aureus,ERY,31,Predicted mean MIC seasonal deviate,-0.01109444397204415
S. aureus,ERY,32,Actual mean MIC seasonal deviate,-0.1267663209553749
S. aureus,ERY,32,Predicted mean MIC seasonal deviate,-0.02470898511683391
S. aureus,ERY,33,Actual mean MIC seasonal deviate,0.022082885121942307
S. aureus,ERY,33,Predicted mean MIC seasonal deviate,-0.020077952382203272
S. aureus,ERY,34,Actual mean MIC seasonal deviate,-0.11193170070496249
S. aureus,ERY,34,Predicted mean MIC seasonal deviate,-0.04995864736348804
S. aureus,ERY,35,Actual mean MIC seasonal deviate,-0.005172360211688574
S. aureus,ERY,35,Predicted mean MIC seasonal deviate,-0.003140744394236369
S. aureus,ERY,36,Actual mean MIC seasonal deviate,-0.09565408802357046
S. aureus,ERY,36,Predicted mean MIC seasonal deviate,0.003712225099413876
S. aureus,ERY,37,Actual mean MIC seasonal deviate,0.09840464519309966
S. aureus,ERY,37,Predicted mean MIC seasonal deviate,-0.03222235763327283
S. aureus,ERY,38,Actual mean MIC seasonal deviate,0.01230241596377864
S. aureus,ERY,38,Predicted mean MIC seasonal deviate,-0.009871880217092214
S. aureus,ERY,39,Actual mean MIC seasonal deviate,-0.012628746245081932
S. aureus,ERY,39,Predicted mean MIC seasonal deviate,-0.009626013719981627
S. aureus,ERY,40,Actual mean MIC seasonal deviate,-0.08862257075131236
S. aureus,ERY,40,Predicted mean MIC seasonal deviate,-3.8325308990410154e-4
S. aureus,ERY,41,Actual mean MIC seasonal deviate,-0.017087546619026287
S. aureus,ERY,41,Predicted mean MIC seasonal deviate,-0.003954347577919727
S. aureus,ERY,42,Actual mean MIC seasonal deviate,0.014034558543331447
S. aureus,ERY,42,Predicted mean MIC seasonal deviate,-0.021314172453870128
S. aureus,ERY,43,Actual mean MIC seasonal deviate,-0.05634123871717945
S. aureus,ERY,43,Predicted mean MIC seasonal deviate,-0.0017506853771160603
S. aureus,ERY,44,Actual mean MIC seasonal deviate,-0.1172241878403498
S. aureus,ERY,44,Predicted mean MIC seasonal deviate,-0.015793535714207513
S. aureus,ERY,45,Actual mean MIC seasonal deviate,0.03021781439439009
S. aureus,ERY,45,Predicted mean MIC seasonal deviate,-0.0061914803509139586
S. aureus,ERY,46,Actual mean MIC seasonal deviate,0.044086570946721276
S. aureus,ERY,46,Predicted mean MIC seasonal deviate,-0.024705787950014338
S. aureus,ERY,47,Actual mean MIC seasonal deviate,0.10409996908974468
