organism,drug_code,week,type,mean_deviate
S. aureus,ERY,47,Predicted mean MIC seasonal deviate,0.005292357898609428
S. aureus,ERY,48,Actual mean MIC seasonal deviate,-0.023598454491550094
S. aureus,ERY,48,Predicted mean MIC seasonal deviate,-0.01982480858391428
S. aureus,ERY,49,Actual mean MIC seasonal deviate,-0.014090763967961615
S. aureus,ERY,49,Predicted mean MIC seasonal deviate,-0.010674296391538649
S. aureus,ERY,50,Actual mean MIC seasonal deviate,0.14222805792590867
S. aureus,ERY,50,Predicted mean MIC seasonal deviate,0.0010115994429099595
S. aureus,ERY,51,Actual mean MIC seasonal deviate,-0.1227423814577264
S. aureus,ERY,51,Predicted mean MIC seasonal deviate,0.007317929908808382
S. aureus,ERY,52,Actual mean MIC seasonal deviate,0.14738819281450588
S. aureus,ERY,52,Predicted mean MIC seasonal deviate,0.008483725862196458
S. aureus,NIT,1,Actual mean MIC seasonal deviate,0.02021127087677318
S. aureus,NIT,1,Predicted mean MIC seasonal deviate,-0.010394851602403379
S. aureus,NIT,2,Actual mean MIC seasonal deviate,-0.00791977089708393
S. aureus,NIT,2,Predicted mean MIC seasonal deviate,-0.007374615443155998
S. aureus,NIT,3,Actual mean MIC seasonal deviate,0.011539689134282827
S. aureus,NIT,3,Predicted mean MIC seasonal deviate,-0.0017498144314292933
S. aureus,NIT,4,Actual mean MIC seasonal deviate,0.025263781113315193
S. aureus,NIT,4,Predicted mean MIC seasonal deviate,1.1298458483289826e-6
S. aureus,NIT,5,Actual mean MIC seasonal deviate,0.030752299816994698
S. aureus,NIT,5,Predicted mean MIC seasonal deviate,-0.0016773484830589554
S. aureus,NIT,6,Actual mean MIC seasonal deviate,0.023596562185623098
S. aureus,NIT,6,Predicted mean MIC seasonal deviate,-0.0030157653007805833
S. aureus,NIT,7,Actual mean MIC seasonal deviate,0.0457611373260092
S. aureus,NIT,7,Predicted mean MIC seasonal deviate,-0.0043459063117720536
S. aureus,NIT,8,Actual mean MIC seasonal deviate,0.00430684645314673
S. aureus,NIT,8,Predicted mean MIC seasonal deviate,-0.009580343199789832
S. aureus,NIT,9,Actual mean MIC seasonal deviate,-1.5384316517574588e-4
S. aureus,NIT,9,Predicted mean MIC seasonal deviate,-0.0021880576499741693
S. aureus,NIT,10,Actual mean MIC seasonal deviate,0.03832533015918253
S. aureus,NIT,10,Predicted mean MIC seasonal deviate,0.0013705040070801013
S. aureus,NIT,11,Actual mean MIC seasonal deviate,0.06631368127894705
S. aureus,NIT,11,Predicted mean MIC seasonal deviate,-0.005699036337052139
S. aureus,NIT,12,Actual mean MIC seasonal deviate,0.037483731344231344
S. aureus,NIT,12,Predicted mean MIC seasonal deviate,-0.002483251763588487
S. aureus,NIT,13,Actual mean MIC seasonal deviate,0.013466968869668047
S. aureus,NIT,13,Predicted mean MIC seasonal deviate,-0.004134626100183081
S. aureus,NIT,14,Actual mean MIC seasonal deviate,0.08397886291763196
S. aureus,NIT,14,Predicted mean MIC seasonal deviate,0.0033279220413601224
S. aureus,NIT,15,Actual mean MIC seasonal deviate,0.009478143025060098
S. aureus,NIT,15,Predicted mean MIC seasonal deviate,-0.004766713298309785
S. aureus,NIT,16,Actual mean MIC seasonal deviate,0.07614770880449764
S. aureus,NIT,16,Predicted mean MIC seasonal deviate,0.0060615500020572005
S. aureus,NIT,17,Actual mean MIC seasonal deviate,0.025744901129681075
S. aureus,NIT,17,Predicted mean MIC seasonal deviate,2.0037178262939193e-4
S. aureus,NIT,18,Actual mean MIC seasonal deviate,0.0013535159688073564
S. aureus,NIT,18,Predicted mean MIC seasonal deviate,-6.038319535584981e-4
S. aureus,NIT,19,Actual mean MIC seasonal deviate,-0.003461831360385468
S. aureus,NIT,19,Predicted mean MIC seasonal deviate,-0.009837762954157255
S. aureus,NIT,20,Actual mean MIC seasonal deviate,-0.010274982773706899
S. aureus,NIT,20,Predicted mean MIC seasonal deviate,0.002686793359759834
S. aureus,NIT,21,Actual mean MIC seasonal deviate,-0.008966548821691771
S. aureus,NIT,21,Predicted mean MIC seasonal deviate,-0.004423905722693186
S. aureus,NIT,22,Actual mean MIC seasonal deviate,-0.023045080385843898
S. aureus,NIT,22,Predicted mean MIC seasonal deviate,9.474756626037472e-4
S. aureus,NIT,23,Actual mean MIC seasonal deviate,0.027061479875880937
S. aureus,NIT,23,Predicted mean MIC seasonal deviate,-7.746259412514213e-4
S. aureus,NIT,24,Actual mean MIC seasonal deviate,-0.04192185801342388
S. aureus,NIT,24,Predicted mean MIC seasonal deviate,0.009314093731087245
S. aureus,NIT,25,Actual mean MIC seasonal deviate,-0.012847697243651758
S. aureus,NIT,25,Predicted mean MIC seasonal deviate,0.0027193539149477294
S. aureus,NIT,26,Actual mean MIC seasonal deviate,-0.06490975101677601
S. aureus,NIT,26,Predicted mean MIC seasonal deviate,0.0036493136955256075
S. aureus,NIT,27,Actual mean MIC seasonal deviate,-0.08727918119191447
S. aureus,NIT,27,Predicted mean MIC seasonal deviate,0.0028491730826941384
S. aureus,NIT,28,Actual mean MIC seasonal deviate,-0.0389418548296383
S. aureus,NIT,28,Predicted mean MIC seasonal deviate,0.002340838687552591
S. aureus,NIT,29,Actual mean MIC seasonal deviate,-0.03454575377076706
S. aureus,NIT,29,Predicted mean MIC seasonal deviate,0.005004420312791215
S. aureus,NIT,30,Actual mean MIC seasonal deviate,-0.0037069727495572407
S. aureus,NIT,30,Predicted mean MIC seasonal deviate,0.009750899180492342
S. aureus,NIT,31,Actual mean MIC seasonal deviate,0.005604724679577109
S. aureus,NIT,31,Predicted mean MIC seasonal deviate,0.006974460715870528
S. aureus,NIT,32,Actual mean MIC seasonal deviate,-0.06454386652397814
S. aureus,NIT,32,Predicted mean MIC seasonal deviate,0.005896656811740635
S. aureus,NIT,33,Actual mean MIC seasonal deviate,-0.035433688996238485
S. aureus,NIT,33,Predicted mean MIC seasonal deviate,0.0061616314275667345
S. aureus,NIT,34,Actual mean MIC seasonal deviate,-0.03011069303844087
S. aureus,NIT,34,Predicted mean MIC seasonal deviate,0.013120991873169199
S. aureus,NIT,35,Actual mean MIC seasonal deviate,-0.09916814434849325
S. aureus,NIT,35,Predicted mean MIC seasonal deviate,0.005001241065262849
S. aureus,NIT,36,Actual mean MIC seasonal deviate,-0.06272081107336587
S. aureus,NIT,36,Predicted mean MIC seasonal deviate,0.0015738816839453228
S. aureus,NIT,37,Actual mean MIC seasonal deviate,4.962786686184837e-4
S. aureus,NIT,37,Predicted mean MIC seasonal deviate,0.013454270700839002
S. aureus,NIT,38,Actual mean MIC seasonal deviate,0.010742807232998352
S. aureus,NIT,38,Predicted mean MIC seasonal deviate,0.0085042729791562615
S. aureus,NIT,39,Actual mean MIC seasonal deviate,0.012696654918568221
S. aureus,NIT,39,Predicted mean MIC seasonal deviate,0.005995308259137845
S. aureus,NIT,40,Actual mean MIC seasonal deviate,0.050326598869910116
S. aureus,NIT,40,Predicted mean MIC seasonal deviate,0.0033072934465592234
S. aureus,NIT,41,Actual mean MIC seasonal deviate,0.0212183666595205
S. aureus,NIT,41,Predicted mean MIC seasonal deviate,0.01095181456454973
S. aureus,NIT,42,Actual mean MIC seasonal deviate,-0.02289840092111168
S. aureus,NIT,42,Predicted mean MIC seasonal deviate,0.005984944321210155
S. aureus,NIT,43,Actual mean MIC seasonal deviate,-0.029371389947873344
S. aureus,NIT,43,Predicted mean MIC seasonal deviate,0.003268501354006924
S. aureus,NIT,44,Actual mean MIC seasonal deviate,-0.011355116152962112
S. aureus,NIT,44,Predicted mean MIC seasonal deviate,0.0038372573356445644
S. aureus,NIT,45,Actual mean MIC seasonal deviate,0.013450526534250487
S. aureus,NIT,45,Predicted mean MIC seasonal deviate,0.008392800487528562
S. aureus,NIT,46,Actual mean MIC seasonal deviate,0.00169321747281065
S. aureus,NIT,46,Predicted mean MIC seasonal deviate,-8.196079839866107e-4
S. aureus,NIT,47,Actual mean MIC seasonal deviate,-0.003966480748605085
S. aureus,NIT,47,Predicted mean MIC seasonal deviate,0.0019179153514863618
S. aureus,NIT,48,Actual mean MIC seasonal deviate,0.05264237754504879
S. aureus,NIT,48,Predicted mean MIC seasonal deviate,0.002389583985431039
S. aureus,NIT,49,Actual mean MIC seasonal deviate,0.05298389976653775
S. aureus,NIT,49,Predicted mean MIC seasonal deviate,0.0038393421929600706
S. aureus,NIT,50,Actual mean MIC seasonal deviate,0.015863949562860434
S. aureus,NIT,50,Predicted mean MIC seasonal deviate,1.8975677273327506e-4
S. aureus,NIT,51,Actual mean MIC seasonal deviate,-0.07289772377922599
S. aureus,NIT,51,Predicted mean MIC seasonal deviate,-8.483587399992665e-4
S. aureus,NIT,52,Actual mean MIC seasonal deviate,-0.018519106727401608
S. aureus,NIT,52,Predicted mean MIC seasonal deviate,-0.0032294175322634057
S. aureus,OXA,1,Actual mean MIC seasonal deviate,0.07473049162653991
S. aureus,OXA,1,Predicted mean MIC seasonal deviate,0.019926525475809448
S. aureus,OXA,2,Actual mean MIC seasonal deviate,0.009818413847293985
S. aureus,OXA,2,Predicted mean MIC seasonal deviate,0.002765165175619897
S. aureus,OXA,3,Actual mean MIC seasonal deviate,0.12691559940810407
S. aureus,OXA,3,Predicted mean MIC seasonal deviate,0.022858782114782306
S. aureus,OXA,4,Actual mean MIC seasonal deviate,-0.045535164447044044
S. aureus,OXA,4,Predicted mean MIC seasonal deviate,0.014199577030245302
S. aureus,OXA,5,Actual mean MIC seasonal deviate,0.032492646924507325
S. aureus,OXA,5,Predicted mean MIC seasonal deviate,0.01795744140967469
S. aureus,OXA,6,Actual mean MIC seasonal deviate,-0.0145459176939875
S. aureus,OXA,6,Predicted mean MIC seasonal deviate,0.009581064215643054
S. aureus,OXA,7,Actual mean MIC seasonal deviate,0.007613843016876193
S. aureus,OXA,7,Predicted mean MIC seasonal deviate,0.012942495432304907
S. aureus,OXA,8,Actual mean MIC seasonal deviate,0.03227189756208675
S. aureus,OXA,8,Predicted mean MIC seasonal deviate,0.02046701904920429
S. aureus,OXA,9,Actual mean MIC seasonal deviate,0.02737994830117865
S. aureus,OXA,9,Predicted mean MIC seasonal deviate,-0.006122819362648314
S. aureus,OXA,10,Actual mean MIC seasonal deviate,0.034146152076666735
S. aureus,OXA,10,Predicted mean MIC seasonal deviate,0.0061538359992017126
S. aureus,OXA,11,Actual mean MIC seasonal deviate,0.07182220264448805
S. aureus,OXA,11,Predicted mean MIC seasonal deviate,-0.00743173556884184
S. aureus,OXA,12,Actual mean MIC seasonal deviate,-0.019763632002890774
S. aureus,OXA,12,Predicted mean MIC seasonal deviate,0.009821948866770035
S. aureus,OXA,13,Actual mean MIC seasonal deviate,-0.00822953856789087
S. aureus,OXA,13,Predicted mean MIC seasonal deviate,0.004192067023551726
S. aureus,OXA,14,Actual mean MIC seasonal deviate,-0.03819244657748662
S. aureus,OXA,14,Predicted mean MIC seasonal deviate,2.1583414746998816e-4
S. aureus,OXA,15,Actual mean MIC seasonal deviate,0.02320220150190084
S. aureus,OXA,15,Predicted mean MIC seasonal deviate,0.02239334540677614
S. aureus,OXA,16,Actual mean MIC seasonal deviate,-0.057966134091797995
S. aureus,OXA,16,Predicted mean MIC seasonal deviate,-0.003620674184966816
S. aureus,OXA,17,Actual mean MIC seasonal deviate,0.1568356981545101
S. aureus,OXA,17,Predicted mean MIC seasonal deviate,-0.006635811003918019
S. aureus,OXA,18,Actual mean MIC seasonal deviate,0.016787213618191455
S. aureus,OXA,18,Predicted mean MIC seasonal deviate,0.006186019587237948
S. aureus,OXA,19,Actual mean MIC seasonal deviate,0.006608892004848368
S. aureus,OXA,19,Predicted mean MIC seasonal deviate,0.02203313299165361
S. aureus,OXA,20,Actual mean MIC seasonal deviate,-0.027044124289526857
S. aureus,OXA,20,Predicted mean MIC seasonal deviate,0.004085985287783363
S. aureus,OXA,21,Actual mean MIC seasonal deviate,-0.09831815952962746
S. aureus,OXA,21,Predicted mean MIC seasonal deviate,0.02301692464518462
S. aureus,OXA,22,Actual mean MIC seasonal deviate,-0.08013344943843166
S. aureus,OXA,22,Predicted mean MIC seasonal deviate,1.7982230891934196e-4
S. aureus,OXA,23,Actual mean MIC seasonal deviate,-0.03623418443296017
S. aureus,OXA,23,Predicted mean MIC seasonal deviate,-0.008323256638737505
S. aureus,OXA,24,Actual mean MIC seasonal deviate,-0.02126867564813816
S. aureus,OXA,24,Predicted mean MIC seasonal deviate,-0.020738666160484035
S. aureus,OXA,25,Actual mean MIC seasonal deviate,-0.06770117844866941
S. aureus,OXA,25,Predicted mean MIC seasonal deviate,0.005697281493206164
S. aureus,OXA,26,Actual mean MIC seasonal deviate,-0.12341500607280613
S. aureus,OXA,26,Predicted mean MIC seasonal deviate,-0.002115945608113362
S. aureus,OXA,27,Actual mean MIC seasonal deviate,-0.023449146841436237
S. aureus,OXA,27,Predicted mean MIC seasonal deviate,-0.012837241241503157
S. aureus,OXA,28,Actual mean MIC seasonal deviate,0.022858272117794582
S. aureus,OXA,28,Predicted mean MIC seasonal deviate,-2.700778553629019e-4
S. aureus,OXA,29,Actual mean MIC seasonal deviate,0.05371428912217629
S. aureus,OXA,29,Predicted mean MIC seasonal deviate,-0.0024506360485246513
S. aureus,OXA,30,Actual mean MIC seasonal deviate,0.02820839800711669
S. aureus,OXA,30,Predicted mean MIC seasonal deviate,-0.002827830901356986
S. aureus,OXA,31,Actual mean MIC seasonal deviate,0.01997134395013866
S. aureus,OXA,31,Predicted mean MIC seasonal deviate,-0.0012638136995093696
S. aureus,OXA,32,Actual mean MIC seasonal deviate,-0.06062647816194681
S. aureus,OXA,32,Predicted mean MIC seasonal deviate,-0.019590401136101627
S. aureus,OXA,33,Actual mean MIC seasonal deviate,-0.029977696038413475
S. aureus,OXA,33,Predicted mean MIC seasonal deviate,-0.01844260903330825
S. aureus,OXA,34,Actual mean MIC seasonal deviate,-0.0965239209986248
S. aureus,OXA,34,Predicted mean MIC seasonal deviate,-0.03812961652496432
S. aureus,OXA,35,Actual mean MIC seasonal deviate,-0.04620071939830299
S. aureus,OXA,35,Predicted mean MIC seasonal deviate,-0.0027274968138266205
S. aureus,OXA,36,Actual mean MIC seasonal deviate,-0.02529477333382064
S. aureus,OXA,36,Predicted mean MIC seasonal deviate,0.008062561682615014
S. aureus,OXA,37,Actual mean MIC seasonal deviate,0.12962223654784005
S. aureus,OXA,37,Predicted mean MIC seasonal deviate,-0.015960114931348704
S. aureus,OXA,38,Actual mean MIC seasonal deviate,-0.05067467770755732
S. aureus,OXA,38,Predicted mean MIC seasonal deviate,-0.012228591448874001
S. aureus,OXA,39,Actual mean MIC seasonal deviate,0.0032576970587648696
S. aureus,OXA,39,Predicted mean MIC seasonal deviate,-0.010348337199246877
S. aureus,OXA,40,Actual mean MIC seasonal deviate,-0.06826464873348022
S. aureus,OXA,40,Predicted mean MIC seasonal deviate,0.003808897548110048
S. aureus,OXA,41,Actual mean MIC seasonal deviate,-0.04765693108138539
S. aureus,OXA,41,Predicted mean MIC seasonal deviate,-0.008377733625832448
S. aureus,OXA,42,Actual mean MIC seasonal deviate,-0.04687716809535972
S. aureus,OXA,42,Predicted mean MIC seasonal deviate,-0.014044552014032511
S. aureus,OXA,43,Actual mean MIC seasonal deviate,2.50768662775941e-4
S. aureus,OXA,43,Predicted mean MIC seasonal deviate,-0.0023043664505843896
S. aureus,OXA,44,Actual mean MIC seasonal deviate,-0.016668935933231408
S. aureus,OXA,44,Predicted mean MIC seasonal deviate,-0.017824796894731196
S. aureus,OXA,45,Actual mean MIC seasonal deviate,-0.010563468416654996
S. aureus,OXA,45,Predicted mean MIC seasonal deviate,-0.004197096299759846
S. aureus,OXA,46,Actual mean MIC seasonal deviate,0.021212093567655264
S. aureus,OXA,46,Predicted mean MIC seasonal deviate,-0.02005098384818976
S. aureus,OXA,47,Actual mean MIC seasonal deviate,0.14580672990322577
S. aureus,OXA,47,Predicted mean MIC seasonal deviate,0.008474946628389043
S. aureus,OXA,48,Actual mean MIC seasonal deviate,-0.05232879765256243
S. aureus,OXA,48,Predicted mean MIC seasonal deviate,-0.017495280765275085
S. aureus,OXA,49,Actual mean MIC seasonal deviate,0.08383578164517053
S. aureus,OXA,49,Predicted mean MIC seasonal deviate,-0.013085410647809211
S. aureus,OXA,50,Actual mean MIC seasonal deviate,0.05708429876592379
S. aureus,OXA,50,Predicted mean MIC seasonal deviate,-0.006749207568645584
S. aureus,OXA,51,Actual mean MIC seasonal deviate,-0.10308969097830445
S. aureus,OXA,51,Predicted mean MIC seasonal deviate,0.0012226629846843976
S. aureus,OXA,52,Actual mean MIC seasonal deviate,0.14681572406131244
S. aureus,OXA,52,Predicted mean MIC seasonal deviate,0.015352724645762789
