organism,drugA,drugB,drugB_pheno,period,omega,AIC,term,hos_year,estimate,ci.lower,ci.upper,std.error,statistic,p.value,p.value.BH
E. coli,CIP,AMC,S,52,0.1208304866765305,317776.668810307,intercept,MGH_2011,-1.264727982687594,-1.343867924814001,-1.1855880405611867,0.04037826345313128,-31.322000366747222,3.6786690688486054e-214,8.01035631559933e-214
E. coli,CIP,AMC,S,52,0.1208304866765305,317776.668810307,intercept,MGH_2012,-1.3257916267490022,-1.4052506266049862,-1.2463326268930182,0.04054105100029725,-32.70244835880751,3.793471657294036e-233,8.512180304171985e-233
E. coli,CIP,AMC,S,52,0.1208304866765305,317776.668810307,intercept,MGH_2013,-1.2577350748049274,-1.3350662161437106,-1.1804039334661443,0.03945538895038961,-31.877396428314963,1.0537719450078436e-221,2.322084286005308e-221
E. coli,CIP,AMC,S,52,0.1208304866765305,317776.668810307,intercept,MGH_2014,-1.2730343656649048,-1.3507358093206765,-1.195332922009133,0.03964432217564746,-32.11139189174733,6.39895259769271e-225,1.42716033693995e-224
E. coli,CIP,AMC,S,52,0.1208304866765305,317776.668810307,intercept,MGH_2015,-1.2315727103717475,-1.3107844300709506,-1.1523609906725445,0.0404148853366771,-30.473245194489696,6.96353705703209e-203,1.4985857526244498e-202
E. coli,CIP,AMC,S,52,0.1208304866765305,317776.668810307,intercept,MGH_2016,-1.1818769615337898,-1.2595032275704945,-1.1042506954970852,0.03960596554273993,-29.84088243621766,1.1171385757521906e-194,2.376341016628937e-194
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,amplitude,NA,0.04735091938652451,0.013110427537755764,0.08159141123529326,0.017469959712960746,-2.7104194952089933,0.006721682446779276,0.010754691914846843
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,phase,NA,13.406917081696278,9.655756634817664,17.158077528574893,1.9138925390809696,20.58993191990761,7.023819367821769e-94,2.1071458103465307e-93
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,slope,BWH_2007,0.005519465798096101,-0.0015574720334427302,0.012596403629634932,0.003610748915470292,1.5286207729504233,0.12636363468784723,0.39512571078198394
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,slope,BWH_2008,-0.0010551442190767657,-0.007562312471116267,0.0054520240329627365,0.0033200448086634325,-0.3178102344653416,0.7506299677117647,0.9227612748329884
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,slope,BWH_2009,0.003443731810403525,-0.0026650356119940063,0.009552499232801055,0.0031167753441301523,1.1049021601409714,0.269206316014186,0.5604071037417117
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,slope,BWH_2010,4.862347200824957e-4,-0.005355656657392274,0.006328126097557265,0.002980611594679731,0.16313253325270716,0.8704146219493737,0.9417357990358864
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,slope,BWH_2011,-0.003135449017605585,-0.008848479828349775,0.0025775817931386054,0.0029148651994668527,-1.0756754782962445,0.28207664476846994,0.5735038965458394
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,slope,BWH_2012,-0.0036186320034518552,-0.00922136134141062,0.00198409733450691,0.0028585879037331197,-1.265880961269783,0.2055605067170147,0.5077557269426933
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,slope,BWH_2013,0.003504883212640389,-0.002221403646464267,0.009231170071745044,0.002921628613726006,1.1996333812498323,0.23028638537425988,0.5329898730674694
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,slope,BWH_2014,0.004574367174148912,-0.001213738555303676,0.0103624729036015,0.0029531694332694007,1.5489687528983775,0.12139438579649427,0.38966798592218616
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,slope,BWH_2015,6.66953022675545e-4,-0.005265803154120878,0.006599709199471968,0.003026972038054397,0.2203366976274524,0.8256096743498635,0.9383742373256795
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,slope,BWH_2016,0.0054286705974286465,-1.515284051699416e-4,0.011008869600027234,0.0028470926234433324,1.906741829446736,0.05655869025937194,0.2420185815749869
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,slope,BWH_2017,0.0021322399484377153,-0.0036257065073435272,0.007890186404218957,0.0029377817659912075,0.7257992997033589,0.46796458274599595,0.7722464863252311
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,slope,BWH_2018,-7.229790320876472e-4,-0.006356446756372457,0.004910488692197163,0.002874271042080817,-0.25153474446315593,0.8014015450839017,0.9383742373256795
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,slope,BWH_2019,0.002233855722581757,-0.0029554964032843024,0.007423207848447817,0.002647677287337425,0.8437039261790783,0.3988381600110308,0.698352736597744
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,slope,MGH_2007,-8.872320031139364e-4,-0.005799392761723918,0.004024928755496046,0.00250625052162003,-0.3540077081122893,0.7233343222024609,0.9053980631649851
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,slope,MGH_2008,0.0022057635267398717,-0.002473183853888566,0.0068847109073683094,0.0023872619178389905,0.9239721499585535,0.3555044471703884,0.6511247921498206
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,slope,MGH_2009,0.00807280216076388,0.0033801584871109014,0.012765445834416859,0.0023942499508500946,3.371745776959326,7.473941801970343e-4,0.006548596626488302
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,slope,MGH_2010,0.00400754199320147,-4.966445526364445e-4,0.008511728539039384,0.0022980965881854785,1.743852723077113,0.08118977884647637,0.30744188083471763
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,slope,MGH_2011,-0.002920816285055886,-0.007239220540338671,0.0013975879702268989,0.002203307963485966,-1.3256504916519765,0.1849604254828785,0.49726583756838777
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,slope,MGH_2012,3.083979391345437e-4,-0.004045544418543556,0.004662340296812643,0.002221439981561622,0.1388279411977392,0.8895865692001677,0.9468743345297517
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,slope,MGH_2013,-0.002485389774265537,-0.006616615637409824,0.0016458360888787498,0.0021078070289713845,-1.1791353478304007,0.23834885432215555,0.534831575552154
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,slope,MGH_2014,0.0046080191316907985,4.419500478988663e-4,0.008774088215482732,0.002125584509028408,2.167883286746899,0.030171396784318284,0.14609307916617273
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,slope,MGH_2015,0.0027747017759867983,-0.001402449719788942,0.006951853271762539,0.0021312389047577303,1.3019196345339867,0.19294874392203362,0.49726583756838777
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,slope,MGH_2016,0.0011239219821281346,-0.0030808775067243414,0.005328721470980611,0.00214534528288244,0.5238886211444981,0.6003579005665106,0.8708543182112425
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,intercept,BWH_2007,-0.624677993738956,-0.8399624088203081,-0.409393578657604,0.10984100564065874,-5.687111021020416,1.2979153156761647e-8,1.693733461591591e-8
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,intercept,BWH_2008,-0.31708565151544177,-0.5187604642767965,-0.11541083875408714,0.10289720339360309,-3.081576962811356,0.002059983391469646,0.002332535040187168
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,intercept,BWH_2009,-0.38366817949389526,-0.5679325624572718,-0.1994037965305187,0.09401416781983267,-4.080961289038384,4.490646257058484e-5,5.365447475965981e-5
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,intercept,BWH_2010,-0.2460010773903224,-0.4269424048787291,-0.06505974990191571,0.0923187001983959,-2.664693901253571,0.00770785667633015,0.008543648364124986
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,intercept,BWH_2011,-0.19085630190439526,-0.36355357740580896,-0.018159026402981532,0.08811247393504568,-2.166053152077988,0.030310961140740462,0.03242567935986189
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,intercept,BWH_2012,-0.23013262098682122,-0.40283506895479804,-0.05743017301884443,0.08811511299709163,-2.6117270143478915,0.009010807112466965,0.009928074902358813
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,intercept,BWH_2013,-0.4160256573517264,-0.589121810739781,-0.24292950396367186,0.08831598680047949,-4.710649480615527,2.474680352795894e-6,3.045760434210331e-6
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,intercept,BWH_2014,-0.484715650626953,-0.6594248618091741,-0.31000643944473183,0.0891389905938605,-5.437751172609061,5.416249127587638e-8,6.969159716616262e-8
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,intercept,BWH_2015,-0.19744561039022876,-0.38188519317976033,-0.013006027600697162,0.09410355712878783,-2.098173718555713,0.03589387795490513,0.03817614765145979
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,intercept,BWH_2016,-0.31063205352530976,-0.4835034182573003,-0.1377606887933192,0.08820129660319162,-3.5218535949965766,4.2885150486928115e-4,5.026030375538072e-4
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,intercept,BWH_2017,-0.19890271505568774,-0.37418949191630346,-0.023615938195072045,0.08943367237523518,-2.224024908886167,0.02615039116111143,0.028138432594412295
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,intercept,BWH_2018,-0.24889059203559016,-0.42084621395032745,-0.07693497012085287,0.08773407229474692,-2.8368749509247673,0.0045572364245298645,0.005112996964106678
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,intercept,BWH_2019,-0.618940585542511,-0.7783480652952058,-0.4595331057898161,0.08133184130426926,-7.610064835824903,2.7785294016002626e-14,3.815294103689913e-14
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,intercept,MGH_2007,-0.6353239659048522,-0.7849069314345364,-0.485741000375168,0.07631924193994152,-8.324558129191226,8.636236526581222e-17,1.2130286419014846e-16
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,intercept,MGH_2008,-0.586246262829052,-0.7278333723737542,-0.44465915328434985,0.07223964861677218,-8.115297818502135,4.934853987325393e-16,6.852929310700922e-16
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,intercept,MGH_2009,-0.6683648141655089,-0.8119917953548514,-0.5247378329761663,0.07328041858026672,-9.120646785517804,7.686112515843062e-20,1.09208085167191e-19
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,intercept,MGH_2010,-0.44838664919198634,-0.5839566267245379,-0.31281667165943483,0.0691696268920808,-6.482421105025824,9.094410619613003e-11,1.221439090517367e-10
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,intercept,MGH_2011,-0.2587123076016196,-0.39026851980642774,-0.12715609539681147,0.06712174980892852,-3.8543737065568244,1.1614430038659089e-4,1.374311978850979e-4
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,intercept,MGH_2012,-0.3398200864939402,-0.4727957498087137,-0.20684442317916668,0.0678459728666795,-5.0086994428055815,5.495069341505818e-7,6.925292868747057e-7
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,intercept,MGH_2013,-0.2199688011162438,-0.3470498533870698,-0.09288774884541784,0.06483846298872077,-3.392566556590173,6.928479143684371e-4,8.04315559897744e-4
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,intercept,MGH_2014,-0.3687384938457942,-0.4945495620482161,-0.24292742564337236,0.06419050002694107,-5.744440278406195,9.265978861086115e-9,1.2221792906378819e-8
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,intercept,MGH_2015,-0.34402626430605965,-0.47157157936295885,-0.21648094924916045,0.06507533610972466,-5.286584516843539,1.2504616085464435e-7,1.5922832939276513e-7
E. coli,CIP,AMP,NS,52,0.1208304866765305,253437.09629455177,intercept,MGH_2016,-0.37078675984659215,-0.49697701450563925,-0.24459650518754508,0.06438396605979484,-5.7589922233469455,8.501997628273147e-9,1.1254442903613375e-8
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,amplitude,NA,0.02589235472768249,0.009634485208771162,0.042150224246593815,0.00829498380947371,3.121447289398058,0.001800394833677459,0.003600789667354918
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,phase,NA,11.920015217838348,8.532267412216648,15.307763023460048,1.7284745190951598,-23.188068056185838,1.7280202684232984e-118,5.9246409203084515e-118
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,slope,BWH_2007,-6.900693742379244e-4,-0.003788364119856567,0.0024082253713807187,0.0015807916727335796,-0.43653403933019447,0.6624506876080567,0.8815505903925425
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,slope,BWH_2008,0.0012884841810289,-0.0017147525142197848,0.004291720876277585,0.0015322917762458053,0.8408869648741139,0.4004142049514239,0.698352736597744
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,slope,BWH_2009,-1.2317063815410112e-5,-0.002972612197584406,0.0029479780699535863,0.0015103824137175108,-0.008154930634483535,0.9934934026844509,0.9978461036725514
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,slope,BWH_2010,5.965820750383742e-4,-0.002332372903880003,0.003525537053956751,0.0014943922449706221,0.3992138456594455,0.6897368901140928,0.8906076335508286
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,slope,BWH_2011,0.0022495152698334864,-5.503107072182523e-4,0.005049341246885225,0.0014285088905390147,1.5747296252280825,0.11532349758384151,0.378920063489765
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,slope,BWH_2012,5.497117527781827e-4,-0.002135162120813504,0.0032345856263698695,0.0013698587804519013,0.4012908196250995,0.6882072770513202,0.8906076335508286
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,slope,BWH_2013,0.002869869238107361,1.1097130598506505e-4,0.0056287671702296566,0.001407626851250396,2.0387997256219244,0.04147386147334945,0.1896461566004432
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,slope,BWH_2014,3.0768222523799637e-4,-0.0024966002441897364,0.003111964694665729,0.001430782652919929,0.21504469921415464,0.8297331107346808,0.9383742373256795
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,slope,BWH_2015,7.650852758361369e-4,-0.0021982666426107493,0.003728437194283023,0.0015119420263950915,0.5060281826151246,0.6128384983316328,0.8719228790367599
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,slope,BWH_2016,5.154023610167417e-4,-0.00246324665161487,0.003494051373648353,0.0015197468096999817,0.33913699158775595,0.7345075751805235,0.9132107090583056
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,slope,BWH_2017,0.0012688411889764095,-0.0015461065506777694,0.004083788928630589,0.0014362242173112,0.8834561997233598,0.3769929468305345,0.6767483143104229
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,slope,BWH_2018,7.516634798902166e-4,-0.0020848864427176605,0.0035882134024980937,0.0014472459417531247,0.5193750821506449,0.6035008869718956,0.8709346133555199
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,slope,BWH_2019,-9.294185161426201e-4,-0.003385288508465208,0.0015264514761799681,0.0012530179185404311,-0.7417439945513681,0.45824500902289966,0.7665189241837593
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,slope,MGH_2007,0.0014824687244360908,-7.275601521653406e-4,0.003692497601037522,0.001127586473034126,1.3147273046359296,0.1886059803855395,0.49726583756838777
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,slope,MGH_2008,1.625879551294641e-4,-0.002019703833177364,0.002344879743436293,0.0011134346373303124,0.14602379850451036,0.8839030321800816,0.9455706855879942
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,slope,MGH_2009,0.0017544818779465124,-3.9192317004764585e-4,0.0039008869259406706,0.0010951247394976272,1.6020840500337485,0.10914164833620027,0.37189006099742317
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,slope,MGH_2010,0.0014481289694511213,-6.844543133079648e-4,0.0035807122522102074,0.0010880726888762402,1.3309119733046022,0.18322241919351903,0.49726583756838777
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,slope,MGH_2011,-5.276600884664792e-4,-0.0025861463668480746,0.0015308261899151165,0.0010502674001250393,-0.5024054716005264,0.6153839504800133,0.8719228790367599
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,slope,MGH_2012,0.001112035087593578,-9.438590454887966e-4,0.0031679292206759522,0.001048944852711073,1.060146379210922,0.28908175921071755,0.5797269150712495
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,slope,MGH_2013,3.010293668238417e-4,-0.0017578317547682887,0.002359890488415972,0.0010504586501752914,0.2865694587536678,0.7744428714883671,0.9344891783879384
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,slope,MGH_2014,0.0015977394105331647,-4.6281544036547075e-4,0.0036582942614318,0.0010513228136598577,1.5197419762738005,0.12858046550559368,0.39512571078198394
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,slope,MGH_2015,0.001018211787506306,-0.0010584054230634381,0.00309482899807605,0.0010595180457140215,0.9610141060128158,0.33654847688720424,0.6318869361963835
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,slope,MGH_2016,0.0013115617023157812,-7.588409093013276e-4,0.00338196431393289,0.001056347273698997,1.2416008778278975,0.2143881208845771,0.5219621507798392
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,intercept,BWH_2007,-1.7964750865863715,-1.8912480714557844,-1.7017021017169585,0.04835445223329111,-37.152216675293715,3.9664606511917637e-299,9.603009997622166e-299
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,intercept,BWH_2008,-1.8050715430827258,-1.8961419712091907,-1.7140011149562608,0.04646535795801196,-38.84768400393824,0,0
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,intercept,BWH_2009,-1.7746878934910535,-1.8648301800270515,-1.6845456069550555,0.04599180762862429,-38.587043758343754,2.96e-322,7.26e-322
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,intercept,BWH_2010,-1.7652128395049789,-1.8548935090492562,-1.6755321699607015,0.04575628442750322,-38.578587872487816,4.05e-322,9.9e-322
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,intercept,BWH_2011,-1.8010003309521336,-1.888227370693391,-1.7137732912108763,0.04450440948369107,-40.46790760389983,0,0
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,intercept,BWH_2012,-1.8198963175755558,-1.9013234832237438,-1.7384691519273678,0.04154523567293842,-43.80517496404511,0,0
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,intercept,BWH_2013,-1.7874844340638054,-1.8710276870716736,-1.7039411810559373,0.04262489191987534,-41.9352250188423,0,0
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,intercept,BWH_2014,-1.7682325692629783,-1.8519938697075042,-1.6844712688184524,0.04273614265630614,-41.3755771896287,0,0
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,intercept,BWH_2015,-1.6883263769707435,-1.778091813656765,-1.598560940284722,0.04579953376392616,-36.86339659423668,1.4206217575007072e-294,3.372831011356518e-294
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,intercept,BWH_2016,-1.6683259991556358,-1.758945630060025,-1.5777063682512467,0.046235355148964576,-36.083339119608716,1.9132285116205484e-282,4.5132570017715506e-282
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,intercept,BWH_2017,-1.6359620584519647,-1.7224552322636963,-1.5494688846402331,0.04412998121086853,-37.07144244260527,7.507130314044975e-298,1.8056365722670265e-297
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,intercept,BWH_2018,-1.6509415050565297,-1.7383584570517703,-1.5635245530612891,0.04460130527130827,-37.01554237065277,5.72419061293438e-297,1.3678585360778257e-296
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,intercept,BWH_2019,-1.630512026481659,-1.7068366349069068,-1.5541874180564113,0.038941842313066306,-41.87043882961251,0,0
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,intercept,MGH_2007,-1.8944650046332765,-1.9612695312176736,-1.8276604780488794,0.034084568446840185,-55.5813111610308,0,0
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,intercept,MGH_2008,-1.8151872201943302,-1.8822951309666882,-1.7480793094219722,0.03423935914215605,-53.014637705629326,0,0
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,intercept,MGH_2009,-1.850126555234493,-1.9153436319753552,-1.7849094784936308,0.0332746301744758,-55.60171654901464,0,0
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,intercept,MGH_2010,-1.8081991946428404,-1.8726278541477879,-1.743770535137893,0.032872369091040715,-55.00665892485555,0,0
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,intercept,MGH_2011,-1.7475582734097075,-1.81065556572379,-1.684460981095625,0.03219308763415339,-54.28364912583709,0,0
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,intercept,MGH_2012,-1.802123696516319,-1.8651356817501612,-1.7391117112824768,0.03214956281384392,-56.054376445215816,0,0
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,intercept,MGH_2013,-1.7479322043196894,-1.810010778966038,-1.6858536296733408,0.031673324171268676,-55.18625689138318,0,0
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,intercept,MGH_2014,-1.7544573766061642,-1.8171490684369207,-1.6917656847754077,0.03198614480942535,-54.85054191617299,0,0
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,intercept,MGH_2015,-1.6917009216743026,-1.7557838476294454,-1.6276179957191599,0.03269597118142,-51.740347833302415,0,0
E. coli,CIP,AMP,S,52,0.1208304866765305,188868.9497254597,intercept,MGH_2016,-1.6467729522995331,-1.7095385581878209,-1.5840073464112454,0.03202385675623366,-51.42331746094191,0,0
E. coli,NIT,AMC,NS,52,0.1208304866765305,33386.35143278098,amplitude,NA,0.043502886708598185,0.01321997064702339,0.07378580277017298,0.015450751289535205,-2.8155839087295833,0.0048760216155795295,0.008358894198136336
E. coli,NIT,AMC,NS,52,0.1208304866765305,33386.35143278098,phase,NA,9.663152128177202,5.107955565151883,14.218348691202522,2.32412258539245,15.344781016426094,1.0833291324930781e-52,2.888877686648208e-52
E. coli,NIT,AMC,NS,52,0.1208304866765305,33386.35143278098,slope,BWH_2013,0.033749746154928456,-0.024126698549633688,0.0916261908594906,0.02952934092722324,1.1429224322380458,0.2530913460399617,0.552577288106133
E. coli,NIT,AMC,NS,52,0.1208304866765305,33386.35143278098,slope,MGH_2007,9.800621357689543e-4,-0.003069239150885623,0.005029363422423532,0.0020660080075934817,0.4743748001783139,0.6352404384925787,0.8765445006958502
E. coli,NIT,AMC,NS,52,0.1208304866765305,33386.35143278098,slope,MGH_2008,-5.443870659221772e-4,-0.003996507826495981,0.002907733694651626,0.0017613184669737264,-0.309079292660535,0.7572660461944634,0.9227612748329884
E. coli,NIT,AMC,NS,52,0.1208304866765305,33386.35143278098,slope,MGH_2009,0.0012464690741003494,-0.0022702701139651303,0.0047632082621658295,0.0017942876582452898,0.6946874256045011,0.487263330388749,0.7934199362082286
E. coli,NIT,AMC,NS,52,0.1208304866765305,33386.35143278098,slope,MGH_2010,-6.534662346652541e-4,-0.004012461345590668,0.0027055288762601604,0.0017138045073382675,-0.3812956681273766,0.7029899510327351,0.8920284428556615
E. coli,NIT,AMC,NS,52,0.1208304866765305,33386.35143278098,slope,MGH_2011,0.007553096650639495,0.004277108153863393,0.010829085147415596,0.0016714534157855358,4.518879544776157,6.270303369932754e-6,7.691572133784178e-5
E. coli,NIT,AMC,NS,52,0.1208304866765305,33386.35143278098,slope,MGH_2012,-9.563865800363434e-4,-0.0042020265408615936,0.002289253380788907,0.0016559691843454497,-0.577538875165948,0.5635852498805087,0.8496426539166394
E. coli,NIT,AMC,NS,52,0.1208304866765305,33386.35143278098,slope,MGH_2013,0.001766586410954183,-0.0013072152691595543,0.00484038809106792,0.0015682949811116397,1.1264375849127504,0.26000064487656827,0.5554094376669263
E. coli,NIT,AMC,NS,52,0.1208304866765305,33386.35143278098,slope,MGH_2014,0.0017614665909929707,-0.0013733135214521856,0.004896246703438127,0.001599406997869299,1.1013247993409836,0.2707752281822762,0.5604071037417117
E. coli,NIT,AMC,NS,52,0.1208304866765305,33386.35143278098,slope,MGH_2015,-0.005896331431884067,-0.009070341374741766,-0.002722321489026368,0.0016194225852586503,-3.6410085209119885,2.7260155625439837e-4,0.0026399308605689104
E. coli,NIT,AMC,NS,52,0.1208304866765305,33386.35143278098,slope,MGH_2016,6.593697212899678e-4,-0.0025490358645451966,0.003867775307125132,0.0016369717051653292,0.4027984840601588,0.6871029427544497,0.8906076335508286
E. coli,NIT,AMC,NS,52,0.1208304866765305,33386.35143278098,intercept,BWH_2013,3.778152592071373,2.4774194175596307,5.078885766583116,0.6636515695042156,5.692976202699049,1.2747911830036825e-8,1.6754398405191257e-8
E. coli,NIT,AMC,NS,52,0.1208304866765305,33386.35143278098,intercept,MGH_2007,4.3041669864868375,4.177485316252253,4.430848656721422,0.06463469289937655,66.592209128116,0,0
E. coli,NIT,AMC,NS,52,0.1208304866765305,33386.35143278098,intercept,MGH_2008,4.299369580591896,4.194559920285579,4.4041792408982126,0.053475299103984436,80.39916845030888,0,0
E. coli,NIT,AMC,NS,52,0.1208304866765305,33386.35143278098,intercept,MGH_2009,4.3009124325166725,4.1955008827465905,4.406323982286755,0.05378239120797868,79.96878413019738,0,0
E. coli,NIT,AMC,NS,52,0.1208304866765305,33386.35143278098,intercept,MGH_2010,4.30436908436734,4.203903488389651,4.404834680345029,0.05125889902577229,83.97310840022453,0,0
E. coli,NIT,AMC,NS,52,0.1208304866765305,33386.35143278098,intercept,MGH_2011,4.210140131990213,4.11030049987411,4.309979764106317,0.05093952384004317,82.64977397925057,0,0
E. coli,NIT,AMC,NS,52,0.1208304866765305,33386.35143278098,intercept,MGH_2012,4.55060703999124,4.450145901848069,4.651068178134411,0.05125662457861256,88.780856667843,0,0
E. coli,NIT,AMC,NS,52,0.1208304866765305,33386.35143278098,intercept,MGH_2013,4.468308203688397,4.3713694620505406,4.565246945326254,0.0494594504809768,90.34285986268706,0,0
E. coli,NIT,AMC,NS,52,0.1208304866765305,33386.35143278098,intercept,MGH_2014,4.51384771879448,4.418859538609777,4.6088358989791836,0.04846424777901933,93.137682428831,0,0
E. coli,NIT,AMC,NS,52,0.1208304866765305,33386.35143278098,intercept,MGH_2015,4.503251452046207,4.407313896946619,4.599189007145796,0.04894863163626063,91.99953709656403,0,0
E. coli,NIT,AMC,NS,52,0.1208304866765305,33386.35143278098,intercept,MGH_2016,4.189783385792945,4.093539614663936,4.286027156921955,0.04910486717519744,85.3231792857629,0,0
E. coli,NIT,AMC,S,52,0.1208304866765305,109533.4188602035,amplitude,NA,0.02077504705540573,0.011798098607935192,0.029751995502876268,0.00458015990001835,4.535878115373766,5.7468082264372526e-6,1.9703342490642008e-5
E. coli,NIT,AMC,S,52,0.1208304866765305,109533.4188602035,phase,NA,8.340837637853157,5.2264163993297,11.455258876376615,1.5890196264266157,5.24904632966052,1.5337411801230565e-7,2.83152217868872e-7
