organism,drugA,drugB,drugB_pheno,period,omega,AIC,term,hos_year,estimate,ci.lower,ci.upper,std.error,statistic,p.value,p.value.BH
E. coli,CIP,AMC,NS,52,0.1208304866765305,75967.93532963928,intercept,BWH_2018,-0.49209622238250667,-0.8060869457023642,-0.17810549906264916,0.16020229238729708,-3.071717732932556,0.0021314418669206962,0.0024060448068307246
E. coli,CIP,AMC,NS,52,0.1208304866765305,75967.93532963928,intercept,BWH_2019,-0.5749844416755017,-0.8412403999074226,-0.3087284834435807,0.1358473728762947,-4.232576821335322,2.321583432262999e-5,2.8103378390552092e-5
E. coli,CIP,AMC,NS,52,0.1208304866765305,75967.93532963928,intercept,MGH_2007,-0.658746206452137,-0.9458324353652681,-0.37165997753900587,0.14647525728923122,-4.497320698685454,6.92394066922526e-6,8.409274476154772e-6
E. coli,CIP,AMC,NS,52,0.1208304866765305,75967.93532963928,intercept,MGH_2008,-0.3378278283873075,-0.5745831188321318,-0.10107253794248325,0.12079573518305431,-2.7966867197369343,0.005168360261639347,0.005763504776615999
E. coli,CIP,AMC,NS,52,0.1208304866765305,75967.93532963928,intercept,MGH_2009,-0.5855448890929495,-0.8233423194197746,-0.34774745876612445,0.12132744897484903,-4.8261534717863555,1.4032113675295326e-6,1.7445330515232026e-6
E. coli,CIP,AMC,NS,52,0.1208304866765305,75967.93532963928,intercept,MGH_2010,-0.23004707966563545,-0.45644296467256684,-0.00365119465870406,0.11551022712290293,-1.991573260615835,0.04643278449710137,0.04910133533026812
E. coli,CIP,AMC,NS,52,0.1208304866765305,75967.93532963928,intercept,MGH_2011,0.0261981157658429,-0.1991930852355104,0.2515893167671962,0.11499762382330003,0.22781440950551898,0.819793077154684,0.8242728207456932
E. coli,CIP,AMC,NS,52,0.1208304866765305,75967.93532963928,intercept,MGH_2012,-0.03938324700347136,-0.2661469540601387,0.18738046005319603,0.11569789488243183,-0.34039726516624386,0.7335612973414374,0.7416224104990355
E. coli,CIP,AMC,NS,52,0.1208304866765305,75967.93532963928,intercept,MGH_2013,0.11311255499020399,-0.10550890191171426,0.33173401189212226,0.11154360928383199,1.014065760615471,0.31056482336265534,0.31571230662280986
E. coli,CIP,AMC,NS,52,0.1208304866765305,75967.93532963928,intercept,MGH_2014,-0.18106915287205463,-0.3948658847695938,0.03272757902548451,0.10908196966063691,-1.65993659112845,0.09694439646380228,0.10135095993942965
E. coli,CIP,AMC,NS,52,0.1208304866765305,75967.93532963928,intercept,MGH_2015,-0.1525655986551463,-0.36822729418010114,0.06309609686980858,0.11003349920001942,-1.3865377340932494,0.16559970973223154,0.1716639244548203
E. coli,CIP,AMC,NS,52,0.1208304866765305,75967.93532963928,intercept,MGH_2016,-0.27799195519391123,-0.49473819367417626,-0.06124571671364623,0.11058684761043149,-2.5137885851779056,0.0119527410034255,0.013091097289466025
E. coli,CIP,AMC,S,52,0.1208304866765305,317776.668810307,amplitude,NA,0.0541825467544382,0.03147961292030178,0.07688548058857461,0.01158334235384643,4.677626292936601,2.906507887945619e-6,1.1626031551782476e-5
E. coli,CIP,AMC,S,52,0.1208304866765305,317776.668810307,phase,NA,12.361362866028003,10.123545444363494,14.599180287692512,1.1417645626736646,-34.71699720750694,2.7646421568780567e-262,2.2117137255024453e-261
E. coli,CIP,AMC,S,52,0.1208304866765305,317776.668810307,slope,BWH_2013,0.001930420098131314,-0.004321617160036707,0.008182457356299334,0.003189873542311642,0.6051713563329456,0.5450667263432594,0.8392659217335542
E. coli,CIP,AMC,S,52,0.1208304866765305,317776.668810307,slope,BWH_2014,0.001913316111461028,-0.0016297041763158394,0.005456336399237895,0.0018076966289808183,1.0584276591475188,0.28986345753562476,0.5797269150712495
E. coli,CIP,AMC,S,52,0.1208304866765305,317776.668810307,slope,BWH_2015,0.0026552412292603447,-9.531952445352254e-4,0.006263677703055914,0.0018410728473882468,1.442224968461775,0.14924252347701006,0.4341505648932191
E. coli,CIP,AMC,S,52,0.1208304866765305,317776.668810307,slope,BWH_2016,0.001656112708577761,-0.0018982318054662408,0.005210457222621763,0.0018134744016115698,0.9132264051293103,0.36112601321772597,0.6578929349709067
E. coli,CIP,AMC,S,52,0.1208304866765305,317776.668810307,slope,BWH_2017,0.0023523949378698836,-0.0011348148167406808,0.005839604692480448,0.0017792213439212308,1.3221485600467415,0.18612216680731614,0.49726583756838777
E. coli,CIP,AMC,S,52,0.1208304866765305,317776.668810307,slope,BWH_2018,-0.0026728924320370794,-0.006141789532476556,7.960046684023976e-4,0.0017698779813311344,-1.5102128283593783,0.1309927628135925,0.39512571078198394
E. coli,CIP,AMC,S,52,0.1208304866765305,317776.668810307,slope,BWH_2019,0.0011068165692159613,-0.0019879370741679447,0.004201570212599867,0.0015789849547210707,0.7009671408879773,0.4833253990336207,0.7929523885283124
E. coli,CIP,AMC,S,52,0.1208304866765305,317776.668810307,slope,MGH_2007,3.8236524436911003e-4,-0.002419742962142796,0.003184473450881016,0.001429673314721382,0.2674493819195515,0.7891238171792893,0.9383742373256795
E. coli,CIP,AMC,S,52,0.1208304866765305,317776.668810307,slope,MGH_2008,6.8970668630945e-4,-0.0020973693777574295,0.003476782750376329,0.0014220037133595212,0.4850245325168665,0.6276601662454108,0.8765445006958502
E. coli,CIP,AMC,S,52,0.1208304866765305,317776.668810307,slope,MGH_2009,0.004841559010857084,0.002088386707144154,0.0075947313145700145,0.0014047055585865878,3.4466717820413924,5.678059609707263e-4,0.005096404722859202
E. coli,CIP,AMC,S,52,0.1208304866765305,317776.668810307,slope,MGH_2010,0.0023556446622364116,-3.528082588923568e-4,0.00506409758336518,0.0013818891278067863,1.7046553264190485,0.08826230126555094,0.3225775812519154
E. coli,CIP,AMC,S,52,0.1208304866765305,317776.668810307,slope,MGH_2011,-6.606580640645834e-4,-0.003260172368900748,0.0019388562407715814,0.0013263071797955486,-0.49811844053081616,0.6184018245342238,0.8719228790367599
E. coli,CIP,AMC,S,52,0.1208304866765305,317776.668810307,slope,MGH_2012,0.0016311027689377936,-9.836680414146836e-4,0.004245873579290271,0.0013340912542156164,1.2226320829131034,0.2214720060993101,0.5219621507798392
E. coli,CIP,AMC,S,52,0.1208304866765305,317776.668810307,slope,MGH_2013,-2.2880337897007206e-5,-0.002597552271204942,0.002551791595410928,0.001313632267539924,-0.01741761257117706,0.9861034984792925,0.9942084587407661
E. coli,CIP,AMC,S,52,0.1208304866765305,317776.668810307,slope,MGH_2014,0.00220097621214685,-3.7414775762810654e-4,0.004776100181921806,0.001313862902628419,1.6751947313100448,0.09389962941267375,0.33644897065424345
E. coli,CIP,AMC,S,52,0.1208304866765305,317776.668810307,slope,MGH_2015,0.0018965023325277143,-6.881928551738068e-4,0.004481197520229236,0.0013187462668137106,1.4381101052213396,0.1504064175027321,0.4341505648932191
E. coli,CIP,AMC,S,52,0.1208304866765305,317776.668810307,slope,MGH_2016,0.0014929347987419584,-0.001087454218051738,0.004073323815535655,0.001316549200468721,1.133975698143632,0.25680787062328153,0.5526625519846058
E. coli,CIP,AMC,S,52,0.1208304866765305,317776.668810307,intercept,BWH_2013,-1.3087917896266907,-1.5339067341780914,-1.08367684507529,0.11485667406497192,-11.39499990123635,4.651658569271244e-30,7.284299376560926e-30
E. coli,CIP,AMC,S,52,0.1208304866765305,317776.668810307,intercept,BWH_2014,-1.3704670455363288,-1.4767334089767759,-1.2642006820958818,0.05421852864576215,-25.276728818856427,1.8601273438878852e-140,3.7001452029769828e-140
E. coli,CIP,AMC,S,52,0.1208304866765305,317776.668810307,intercept,BWH_2015,-1.2022410468992055,-1.3131706994631742,-1.0913113943352368,0.0565978015101133,-21.24183298328965,7.051067488116071e-100,1.3238738957279155e-99
E. coli,CIP,AMC,S,52,0.1208304866765305,317776.668810307,intercept,BWH_2016,-1.0992138741856123,-1.2076227791537033,-0.9908049692175214,0.05531168216518601,-19.873087043399916,1.0910468985765438e-87,2.017614365206875e-87
E. coli,CIP,AMC,S,52,0.1208304866765305,317776.668810307,intercept,BWH_2017,-1.1346237108037902,-1.2419009170636148,-1.0273465045439656,0.054734274255044214,-20.729674892861585,3.184321717257491e-95,5.9483776241155165e-95
E. coli,CIP,AMC,S,52,0.1208304866765305,317776.668810307,intercept,BWH_2018,-1.0287704189528393,-1.1341894637418903,-0.9233513741637882,0.0537862152675167,-19.12702750762514,2.2129247576566654e-81,4.0717815540882645e-81
E. coli,CIP,AMC,S,52,0.1208304866765305,317776.668810307,intercept,BWH_2019,-1.306844363169906,-1.40291804154993,-1.210770684789882,0.04901808356573946,-26.660454022386702,5.770864643722435e-156,1.17982121604992e-155
E. coli,CIP,AMC,S,52,0.1208304866765305,317776.668810307,intercept,MGH_2007,-1.4580709765764095,-1.5423415281179989,-1.3738004250348201,0.042995969418981525,-33.911806066470774,1.952634953312942e-250,4.491060392619766e-250
E. coli,CIP,AMC,S,52,0.1208304866765305,317776.668810307,intercept,MGH_2008,-1.4356017405279637,-1.5204899770769278,-1.3507135039789997,0.043311120621884754,-33.14626174328461,2.020408290643815e-239,4.561412582557815e-239
E. coli,CIP,AMC,S,52,0.1208304866765305,317776.668810307,intercept,MGH_2009,-1.5101871413631776,-1.5940703655503103,-1.4263039171760448,0.042798349790502815,-35.28610679513387,8.015938141482444e-271,1.8788950548188148e-270
E. coli,CIP,AMC,S,52,0.1208304866765305,317776.668810307,intercept,MGH_2010,-1.3985738952830042,-1.4800619151367767,-1.3170858754292318,0.04157628430753805,-33.63874185912842,1.768446447726833e-246,4.017211683725151e-246
