organism,drugA,drugB,drugB_pheno,period,t,mean_deviate,sem
S. aureus,NIT,ERY,S,52,14,0.06487712075689958,0.03012439465068282
S. aureus,NIT,ERY,S,52,15,0.007029893806105363,0.030466621145200178
S. aureus,NIT,ERY,S,52,16,0.07180871974537094,0.030309094430936906
S. aureus,NIT,ERY,S,52,17,0.017385349641908524,0.032975217967445375
S. aureus,NIT,ERY,S,52,18,0.02183631460107674,0.03007295133914873
S. aureus,NIT,ERY,S,52,19,0.011007650931547194,0.030207540523446146
S. aureus,NIT,ERY,S,52,20,0.02963167123462031,0.029749555135545714
S. aureus,NIT,ERY,S,52,21,9.915236562461148e-4,0.03004277052190219
S. aureus,NIT,ERY,S,52,22,-0.05682008064055598,0.028664325252125613
S. aureus,NIT,ERY,S,52,23,0.04756845352359235,0.027088522447622995
S. aureus,NIT,ERY,S,52,24,-0.04081608452180452,0.02780301175355006
S. aureus,NIT,ERY,S,52,25,0.038841303165535274,0.029908614186955753
S. aureus,NIT,ERY,S,52,26,-0.04525729552073791,0.028093548280905347
S. aureus,NIT,ERY,S,52,27,-0.060545396828024,0.030342037907594783
S. aureus,NIT,ERY,S,52,28,-0.05801251622957797,0.02739702009921296
S. aureus,NIT,ERY,S,52,29,-0.03730400171848111,0.02849405719535566
S. aureus,NIT,ERY,S,52,30,0.016906144137492266,0.028536761723455716
S. aureus,NIT,ERY,S,52,31,-0.00914115554398502,0.02737189658050304
S. aureus,NIT,ERY,S,52,32,-0.04773714299199349,0.02661381397586971
S. aureus,NIT,ERY,S,52,33,-0.01825393295816199,0.02782937057645477
S. aureus,NIT,ERY,S,52,34,-0.0033178011901408406,0.02899669701732238
S. aureus,NIT,ERY,S,52,35,-0.09184233426523611,0.02857912213490993
S. aureus,NIT,ERY,S,52,36,-0.02301914262970272,0.027399621136457906
S. aureus,NIT,ERY,S,52,37,-0.02035334675472167,0.02813324795989142
S. aureus,NIT,ERY,S,52,38,0.020694934943817488,0.027828456997796916
S. aureus,NIT,ERY,S,52,39,0.004922715741455889,0.028538773404775036
S. aureus,NIT,ERY,S,52,40,0.03366932411806312,0.02792956417911399
S. aureus,NIT,ERY,S,52,41,0.021570256398653277,0.028706974496842803
S. aureus,NIT,ERY,S,52,42,-0.05249359149090021,0.028076084355297633
S. aureus,NIT,ERY,S,52,43,-0.05432554285396106,0.0271369576245356
S. aureus,NIT,ERY,S,52,44,-0.036089567859097595,0.03014722912470084
S. aureus,NIT,ERY,S,52,45,0.03880127101333632,0.029232428595707512
S. aureus,NIT,ERY,S,52,46,0.042877861116849054,0.03130567285744215
S. aureus,NIT,ERY,S,52,47,-0.0399877739666307,0.03137194569262021
S. aureus,NIT,ERY,S,52,48,0.030352880769751248,0.029873058802527164
S. aureus,NIT,ERY,S,52,49,0.046590383263649345,0.0286842779864836
S. aureus,NIT,ERY,S,52,50,0.012361807659754682,0.02993194072010592
S. aureus,NIT,ERY,S,52,51,-0.05949815117988253,0.02664521183074794
S. aureus,NIT,ERY,S,52,52,-0.02581436483672955,0.03205115743884017
S. aureus,NIT,OXA,NS,52,1,0.010474353426348273,0.03396430919226628
S. aureus,NIT,OXA,NS,52,2,0.007218047763259391,0.03220575869434813
S. aureus,NIT,OXA,NS,52,3,0.03704718900371017,0.03153491044460089
S. aureus,NIT,OXA,NS,52,4,0.05392466134024413,0.031625792324281504
S. aureus,NIT,OXA,NS,52,5,0.0567877834883097,0.03214432298804113
S. aureus,NIT,OXA,NS,52,6,4.7502754617256436e-4,0.03252782594489961
S. aureus,NIT,OXA,NS,52,7,0.015242098647242231,0.03305924484195507
S. aureus,NIT,OXA,NS,52,8,-0.045188198914598535,0.030974237906023067
S. aureus,NIT,OXA,NS,52,9,0.003624937554269759,0.03206029718998523
S. aureus,NIT,OXA,NS,52,10,0.06516245852089483,0.03029158244786906
S. aureus,NIT,OXA,NS,52,11,0.05941528054392626,0.030674778526219477
S. aureus,NIT,OXA,NS,52,12,0.05814983959256237,0.033249370870920676
S. aureus,NIT,OXA,NS,52,13,0.012138824738247527,0.034205831156750806
S. aureus,NIT,OXA,NS,52,14,0.06601074419132665,0.03489242833691042
S. aureus,NIT,OXA,NS,52,15,0.025654144102516544,0.030701083849379994
S. aureus,NIT,OXA,NS,52,16,0.06400225346315301,0.03494437126855684
S. aureus,NIT,OXA,NS,52,17,0.029514984872965278,0.03079447062730165
S. aureus,NIT,OXA,NS,52,18,0.0016628362293714353,0.03471275369760212
S. aureus,NIT,OXA,NS,52,19,-0.05404142124203071,0.030557862758304005
S. aureus,NIT,OXA,NS,52,20,-0.06054920163618391,0.03228295999066847
S. aureus,NIT,OXA,NS,52,21,-0.004764587455924226,0.04686969163443282
S. aureus,NIT,OXA,NS,52,22,-0.015466798203275815,0.032173935428041846
S. aureus,NIT,OXA,NS,52,23,0.011295232296572434,0.030705309988767106
S. aureus,NIT,OXA,NS,52,24,-0.05013588053670918,0.030261912253404112
S. aureus,NIT,OXA,NS,52,25,-0.0623479181744501,0.03641410889292404
S. aureus,NIT,OXA,NS,52,26,-0.11062013109483587,0.02973308774864797
S. aureus,NIT,OXA,NS,52,27,-0.10506522040890086,0.03397946761727108
S. aureus,NIT,OXA,NS,52,28,-0.047558391462355916,0.029820911987680113
S. aureus,NIT,OXA,NS,52,29,-0.02876146295526479,0.029726427644822806
S. aureus,NIT,OXA,NS,52,30,0.011305538159439802,0.028081077727358714
S. aureus,NIT,OXA,NS,52,31,5.733484504079852e-4,0.030709204236228284
S. aureus,NIT,OXA,NS,52,32,-0.08253671161506897,0.029741671403989988
S. aureus,NIT,OXA,NS,52,33,-0.003751820756334842,0.031220916224109312
S. aureus,NIT,OXA,NS,52,34,-0.07130853706126594,0.03289537038349658
S. aureus,NIT,OXA,NS,52,35,-0.08420157180715394,0.0331646096379866
S. aureus,NIT,OXA,NS,52,36,-0.11513829791599497,0.031383709996935336
S. aureus,NIT,OXA,NS,52,37,0.00944645331667925,0.026648594778096796
S. aureus,NIT,OXA,NS,52,38,0.03295271075236245,0.028342605423876212
S. aureus,NIT,OXA,NS,52,39,0.038956313912783744,0.03113287998894633
S. aureus,NIT,OXA,NS,52,40,0.09759251051010642,0.03329294972513469
S. aureus,NIT,OXA,NS,52,41,0.056748583687294366,0.031136059993284747
S. aureus,NIT,OXA,NS,52,42,-0.018678402445782272,0.03195510991503576
S. aureus,NIT,OXA,NS,52,43,-0.004060860024252249,0.03075189815725409
S. aureus,NIT,OXA,NS,52,44,-0.004077414601350855,0.03232489093980055
S. aureus,NIT,OXA,NS,52,45,0.00824585212732608,0.029981934476230855
S. aureus,NIT,OXA,NS,52,46,-0.010749650190927188,0.03282216896295333
S. aureus,NIT,OXA,NS,52,47,0.006607051145080807,0.030109615604658833
S. aureus,NIT,OXA,NS,52,48,0.08697066422564083,0.03477781040828673
S. aureus,NIT,OXA,NS,52,49,0.08523313992420414,0.03201905077910106
S. aureus,NIT,OXA,NS,52,50,0.03133617921455216,0.030704852829476176
S. aureus,NIT,OXA,NS,52,51,-0.049922706335532516,0.03283680970761636
S. aureus,NIT,OXA,NS,52,52,-0.03600317891871385,0.032726440027701996
S. aureus,NIT,OXA,S,52,1,0.02462363659616527,0.027764063426189343
S. aureus,NIT,OXA,S,52,2,-0.014642890714631816,0.024275027407256396
S. aureus,NIT,OXA,S,52,3,-0.015292819292023493,0.02637799726890801
S. aureus,NIT,OXA,S,52,4,0.013428678488341705,0.02414777260533805
S. aureus,NIT,OXA,S,52,5,0.015788021621315908,0.026640450205144942
S. aureus,NIT,OXA,S,52,6,0.039494529891936504,0.026616178028967496
S. aureus,NIT,OXA,S,52,7,0.062091872171948864,0.02638892091320872
S. aureus,NIT,OXA,S,52,8,0.03565927305517223,0.026171942343380095
S. aureus,NIT,OXA,S,52,9,-7.094333097141439e-4,0.025704344046131658
S. aureus,NIT,OXA,S,52,10,0.018306865597177865,0.025221546047895223
S. aureus,NIT,OXA,S,52,11,0.06462603955944024,0.02651463550534582
S. aureus,NIT,OXA,S,52,12,0.028151024631861598,0.02584755189795075
S. aureus,NIT,OXA,S,52,13,0.012178724503485503,0.02627813967509544
S. aureus,NIT,OXA,S,52,14,0.09409317540443199,0.025296308332763702
S. aureus,NIT,OXA,S,52,15,3.8670881046998527e-4,0.02559222374473264
S. aureus,NIT,OXA,S,52,16,0.08356655334788245,0.0260568886895193
S. aureus,NIT,OXA,S,52,17,0.01756388904682248,0.0272303055824021
S. aureus,NIT,OXA,S,52,18,-0.0014839958157797605,0.02429112083679778
S. aureus,NIT,OXA,S,52,19,0.028841972205139486,0.024878186169241395
S. aureus,NIT,OXA,S,52,20,0.020615534567274815,0.024867360880680235
S. aureus,NIT,OXA,S,52,21,-0.008202989064333602,0.024642955565732386
S. aureus,NIT,OXA,S,52,22,-0.026530590269406386,0.024145867776452175
S. aureus,NIT,OXA,S,52,23,0.0369970090018186,0.023194829779980865
S. aureus,NIT,OXA,S,52,24,-0.03613585131967514,0.024915325236426283
S. aureus,NIT,OXA,S,52,25,0.013576271081099748,0.02497693199283624
S. aureus,NIT,OXA,S,52,26,-0.03725447575894796,0.023507365032481478
S. aureus,NIT,OXA,S,52,27,-0.07810568887176852,0.02540197975007367
S. aureus,NIT,OXA,S,52,28,-0.03478014530118264,0.023470430090540423
S. aureus,NIT,OXA,S,52,29,-0.04015691009073374,0.02374062248143619
S. aureus,NIT,OXA,S,52,30,-0.014515201901715813,0.023948276035546105
S. aureus,NIT,OXA,S,52,31,0.0031606778359903115,0.024823437661733092
S. aureus,NIT,OXA,S,52,32,-0.05206501858850175,0.02245342115161527
S. aureus,NIT,OXA,S,52,33,-0.05453162246587139,0.02319707789436051
S. aureus,NIT,OXA,S,52,34,-0.007126373258424258,0.024573319646394205
S. aureus,NIT,OXA,S,52,35,-0.10808099659830235,0.023927566841213745
S. aureus,NIT,OXA,S,52,36,-0.03442428727589611,0.02339947726535847
S. aureus,NIT,OXA,S,52,37,-0.008957068589399085,0.023835405675511578
S. aureus,NIT,OXA,S,52,38,-6.447075178715808e-4,0.023054265748746156
S. aureus,NIT,OXA,S,52,39,0.0014570962203306148,0.024290076646668823
S. aureus,NIT,OXA,S,52,40,0.029704377077515092,0.024462926283499654
S. aureus,NIT,OXA,S,52,41,0.00509420793292936,0.025206789692887713
S. aureus,NIT,OXA,S,52,42,-0.02157383960816139,0.023138569789939716
S. aureus,NIT,OXA,S,52,43,-0.04052871403541989,0.02367784834929405
S. aureus,NIT,OXA,S,52,44,-0.011171531950676897,0.02512668153068354
S. aureus,NIT,OXA,S,52,45,0.013829876872690584,0.024289154065275827
S. aureus,NIT,OXA,S,52,46,0.011789956203186439,0.02528932830356981
S. aureus,NIT,OXA,S,52,47,-0.019266145823161503,0.02735222687632919
S. aureus,NIT,OXA,S,52,48,0.035854699295445956,0.0244819849054977
S. aureus,NIT,OXA,S,52,49,0.0337806390202438,0.02466706553242893
S. aureus,NIT,OXA,S,52,50,0.002195615776684587,0.025049566813479442
S. aureus,NIT,OXA,S,52,51,-0.08047129101576493,0.02306373163199987
S. aureus,NIT,OXA,S,52,52,-0.011448749938007837,0.027487811134454053
S. aureus,NIT,PEN,NS,52,1,-0.0014168887936728866,0.02453867566702813
S. aureus,NIT,PEN,NS,52,2,0.019363705822065834,0.023587738788711864
S. aureus,NIT,PEN,NS,52,3,0.028607310153843542,0.02346632508693947
S. aureus,NIT,PEN,NS,52,4,0.05112904187218992,0.022814884213426357
S. aureus,NIT,PEN,NS,52,5,0.018463254965797645,0.0236612835777502
S. aureus,NIT,PEN,NS,52,6,0.0014647315825118308,0.023422676827248974
S. aureus,NIT,PEN,NS,52,7,0.04235037715409655,0.024306331503647482
S. aureus,NIT,PEN,NS,52,8,0.024249596399132805,0.02401381217435894
S. aureus,NIT,PEN,NS,52,9,0.015851669133385097,0.023873641471297245
S. aureus,NIT,PEN,NS,52,10,0.06104045278224229,0.022236034667685468
S. aureus,NIT,PEN,NS,52,11,0.04690998191742804,0.023293830686203467
S. aureus,NIT,PEN,NS,52,12,0.025304196932606642,0.023856715587929865
S. aureus,NIT,PEN,NS,52,13,-0.00480152390179006,0.02497098463091557
S. aureus,NIT,PEN,NS,52,14,0.06202286000632104,0.02364436149884713
S. aureus,NIT,PEN,NS,52,15,0.005617728761137231,0.023401493119308416
S. aureus,NIT,PEN,NS,52,16,0.054106506404632326,0.02385550109948646
S. aureus,NIT,PEN,NS,52,17,0.014236417436231781,0.023505502832217046
S. aureus,NIT,PEN,NS,52,18,0.007148166058636438,0.02507171013428136
S. aureus,NIT,PEN,NS,52,19,0.006235397068132787,0.023559643287567857
S. aureus,NIT,PEN,NS,52,20,-0.011202743007646164,0.02342838737554427
S. aureus,NIT,PEN,NS,52,21,0.010298335709446377,0.02940938588118556
S. aureus,NIT,PEN,NS,52,22,-2.0406371348871376e-5,0.023772997743220243
S. aureus,NIT,PEN,NS,52,23,0.03494467946346494,0.022903225599212623
S. aureus,NIT,PEN,NS,52,24,-0.016450312058606968,0.02452121128439611
S. aureus,NIT,PEN,NS,52,25,-0.013903583873036713,0.025356266396580313
S. aureus,NIT,PEN,NS,52,26,-0.07117257221101106,0.022637398300793324
S. aureus,NIT,PEN,NS,52,27,-0.10439124218176053,0.02509210455286811
S. aureus,NIT,PEN,NS,52,28,-0.03547713231678815,0.022795949987856116
S. aureus,NIT,PEN,NS,52,29,-0.019496505480515514,0.022822608066134675
S. aureus,NIT,PEN,NS,52,30,0.006921809230973381,0.022306782670735794
S. aureus,NIT,PEN,NS,52,31,-0.02388516000864202,0.02312837432147202
S. aureus,NIT,PEN,NS,52,32,-0.0803630450624028,0.02220993934135872
S. aureus,NIT,PEN,NS,52,33,-0.05723709961587726,0.022610053632566716
S. aureus,NIT,PEN,NS,52,34,-0.047177521338542874,0.024367849364429477
S. aureus,NIT,PEN,NS,52,35,-0.10988233421185112,0.02440023729571434
S. aureus,NIT,PEN,NS,52,36,-0.10564023588133573,0.02237058947523854
S. aureus,NIT,PEN,NS,52,37,0.012423715343686324,0.02189897903199655
S. aureus,NIT,PEN,NS,52,38,0.032348897066053595,0.022239226846397207
S. aureus,NIT,PEN,NS,52,39,0.005694650889672808,0.02343085496507963
S. aureus,NIT,PEN,NS,52,40,0.08795553123720064,0.02470969918661782
S. aureus,NIT,PEN,NS,52,41,0.04615057878853288,0.02439415877177564
S. aureus,NIT,PEN,NS,52,42,-0.012792629406693304,0.023825400506096012
S. aureus,NIT,PEN,NS,52,43,-0.049819971063478956,0.02360483831788093
S. aureus,NIT,PEN,NS,52,44,-0.022859773619448274,0.02456504028443821
S. aureus,NIT,PEN,NS,52,45,0.018714253756752477,0.022767128243479203
S. aureus,NIT,PEN,NS,52,46,-0.01814088956187071,0.024753004448159043
S. aureus,NIT,PEN,NS,52,47,0.003220978003413735,0.02542073826450799
S. aureus,NIT,PEN,NS,52,48,0.06518141591121933,0.025562743496988814
S. aureus,NIT,PEN,NS,52,49,0.0713584212536444,0.024311744582305252
S. aureus,NIT,PEN,NS,52,50,0.01426591199789849,0.02369065547156691
S. aureus,NIT,PEN,NS,52,51,-0.07380385820652162,0.023954560999984206
S. aureus,NIT,PEN,NS,52,52,-0.02361598066740797,0.026492039889965586
S. aureus,NIT,PEN,S,52,1,0.041312724737879794,0.0628635247879792
S. aureus,NIT,PEN,S,52,2,0.005046966827891559,0.05231449772463133
S. aureus,NIT,PEN,S,52,3,-0.06386234969205813,0.05651620248675235
S. aureus,NIT,PEN,S,52,4,-0.014747799686462539,0.05305074161488632
S. aureus,NIT,PEN,S,52,5,0.02573987213896411,0.05790371838265808
S. aureus,NIT,PEN,S,52,6,0.09176723605914558,0.06033453527520555
S. aureus,NIT,PEN,S,52,7,0.07008924790602386,0.054090619042143316
S. aureus,NIT,PEN,S,52,8,0.05723772598510061,0.0576690478908195
S. aureus,NIT,PEN,S,52,9,-0.0036571367046041294,0.05367817927058524
S. aureus,NIT,PEN,S,52,10,-0.10322245245453085,0.05435485181184353
S. aureus,NIT,PEN,S,52,11,0.11935544885727965,0.056735509592844124
S. aureus,NIT,PEN,S,52,12,0.021534929216353377,0.05156084792150923
S. aureus,NIT,PEN,S,52,13,0.005964762824020666,0.05464253009073133
S. aureus,NIT,PEN,S,52,14,0.06914528398461664,0.04890530429523667
S. aureus,NIT,PEN,S,52,15,0.020921048580503917,0.05197390262044436
S. aureus,NIT,PEN,S,52,16,0.14306388077289905,0.059115045601086234
S. aureus,NIT,PEN,S,52,17,0.062213329357461954,0.05711987512002879
S. aureus,NIT,PEN,S,52,18,-0.05539386996851545,0.05050711214005988
S. aureus,NIT,PEN,S,52,19,-0.07994140780370766,0.05063135544639275
S. aureus,NIT,PEN,S,52,20,-0.03398142611419018,0.05582084396205672
S. aureus,NIT,PEN,S,52,21,-0.004683755829599587,0.052968581564990486
S. aureus,NIT,PEN,S,52,22,-7.21985732486881e-4,0.05711414267251631
S. aureus,NIT,PEN,S,52,23,0.07184013906633563,0.051019338161057304
S. aureus,NIT,PEN,S,52,24,-0.043135336610601385,0.05153771830272274
S. aureus,NIT,PEN,S,52,25,0.039486818895689266,0.05831683353761537
S. aureus,NIT,PEN,S,52,26,-0.020939495323060484,0.05428839323038996
S. aureus,NIT,PEN,S,52,27,-0.06550508426308914,0.05796143307523084
S. aureus,NIT,PEN,S,52,28,-0.04777130418916452,0.046418320785738536
S. aureus,NIT,PEN,S,52,29,-0.054378718590838246,0.05236738498586971
S. aureus,NIT,PEN,S,52,30,-0.07627052650114154,0.054121199666586295
S. aureus,NIT,PEN,S,52,31,-0.002769817777716046,0.05379308671624142
S. aureus,NIT,PEN,S,52,32,-0.08166376739600667,0.04898965006070168
S. aureus,NIT,PEN,S,52,33,-0.021258562197736343,0.05797412451907826
S. aureus,NIT,PEN,S,52,34,-0.004825953527633557,0.05532660048417167
S. aureus,NIT,PEN,S,52,35,-0.12612725157476992,0.05872910035277236
S. aureus,NIT,PEN,S,52,36,-0.005998760010936624,0.06300495071294539
S. aureus,NIT,PEN,S,52,37,0.07514394025830093,0.05745653803714978
S. aureus,NIT,PEN,S,52,38,-0.003159983544186402,0.050368600075465154
S. aureus,NIT,PEN,S,52,39,0.00414943592776433,0.058707807447422544
S. aureus,NIT,PEN,S,52,40,0.03296487717265872,0.056132255800751804
S. aureus,NIT,PEN,S,52,41,0.0014842514122261844,0.05295161432825427
S. aureus,NIT,PEN,S,52,42,-0.017676306836220002,0.048367955871598305
S. aureus,NIT,PEN,S,52,43,0.017278329667239394,0.053191882033033745
S. aureus,NIT,PEN,S,52,44,-0.018756834671507704,0.055072748900287245
S. aureus,NIT,PEN,S,52,45,-0.04486126012497883,0.0584846752111267
S. aureus,NIT,PEN,S,52,46,-0.038453574968286414,0.06191886341223264
S. aureus,NIT,PEN,S,52,47,-0.09439038554672027,0.06505602898924157
S. aureus,NIT,PEN,S,52,48,0.041413044112071924,0.05580977902016497
S. aureus,NIT,PEN,S,52,49,-0.022642925058128236,0.06024158749168086
S. aureus,NIT,PEN,S,52,50,0.005876861429529595,0.057573484832624124
S. aureus,NIT,PEN,S,52,51,-3.354890225194228e-4,0.05953102449624501
S. aureus,NIT,PEN,S,52,52,0.0378332682274816,0.070306148176385
